,influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start
15216,295276,Jimmy Cliff,Reggae,1960,242861,Dennis Brown,Reggae,1970
11771,603590,Aswad,Reggae,1970,181376,UB40,Pop/Rock,1970
11770,474648,The Melodians,Reggae,1960,181376,UB40,Pop/Rock,1970
31881,819344,Desmond Dekker,Reggae,1960,759668,Beres Hammond,Reggae,1970
11773,636474,Bunny Wailer,Reggae,1970,181376,UB40,Pop/Rock,1970
11769,425105,The Skatalites,Reggae,1960,181376,UB40,Pop/Rock,1970
11768,295276,Jimmy Cliff,Reggae,1960,181376,UB40,Pop/Rock,1970
7764,785380,"Lee ""Scratch"" Perry",Reggae,1960,121746,Cornershop,Pop/Rock,1990
11775,776659,Israel Vibration,Reggae,1970,181376,UB40,Pop/Rock,1970
18836,190021,John Holt,Reggae,1960,334101,Max Romeo,Reggae,1960
15222,1292549,The Uniques,Reggae,1960,242861,Dennis Brown,Reggae,1970
15219,790988,Toots & the Maytals,Reggae,1960,242861,Dennis Brown,Reggae,1970
17770,785380,"Lee ""Scratch"" Perry",Reggae,1960,303651,Scientist,Reggae,1970
17768,93322,King Tubby,Reggae,1960,303651,Scientist,Reggae,1970
17767,52151,Augustus Pablo,Reggae,1970,303651,Scientist,Reggae,1970
25520,923432,The Wailers,Reggae,1960,568071,The Stranglers,Pop/Rock,1970
17721,745584,Steel Pulse,Reggae,1970,302955,Junior Kelly,Reggae,2000
17719,785380,"Lee ""Scratch"" Perry",Reggae,1960,302765,Prince Far I,Reggae,1970
17715,77306,Keith Hudson,Reggae,1970,302765,Prince Far I,Reggae,1970
17718,641994,Burning Spear,Reggae,1970,302765,Prince Far I,Reggae,1970
17716,178014,U-Roy,Reggae,1960,302765,Prince Far I,Reggae,1970
15214,178889,Alton Ellis,Reggae,1950,242861,Dennis Brown,Reggae,1970
15215,190021,John Holt,Reggae,1960,242861,Dennis Brown,Reggae,1970
17769,302765,Prince Far I,Reggae,1970,303651,Scientist,Reggae,1970
11764,178014,U-Roy,Reggae,1960,181376,UB40,Pop/Rock,1970
1678,173988,Rita Marley,Reggae,1960,24309,Stephen Marley,Reggae,2000
20459,788508,Beenie Man,Reggae,1970,382671,Red Rat,Reggae,1990
31228,190235,Mad Cobra,Reggae,1980,753598,Snow,Reggae,1990
31229,218885,Horace Andy,Reggae,1970,753598,Snow,Reggae,1990
1129,160848,Gregory Isaacs,Reggae,1970,16944,Alpha Blondy,Reggae,1980
1679,190021,John Holt,Reggae,1960,24309,Stephen Marley,Reggae,2000
1677,75295,Ken Boothe,Reggae,1960,24309,Stephen Marley,Reggae,2000
1130,328014,Peter Tosh,Reggae,1960,16944,Alpha Blondy,Reggae,1980
1131,641994,Burning Spear,Reggae,1970,16944,Alpha Blondy,Reggae,1980
1132,751592,Sly & Robbie,Reggae,1970,16944,Alpha Blondy,Reggae,1980
1133,785380,"Lee ""Scratch"" Perry",Reggae,1960,16944,Alpha Blondy,Reggae,1980
1134,790988,Toots & the Maytals,Reggae,1960,16944,Alpha Blondy,Reggae,1980
29166,751592,Sly & Robbie,Reggae,1970,672498,Goldie,Electronic,1990
1135,836312,Junior Murvin,Reggae,1960,16944,Alpha Blondy,Reggae,1980
12546,785380,"Lee ""Scratch"" Perry",Reggae,1960,193231,Gang of Four,Pop/Rock,1970
1127,93322,King Tubby,Reggae,1960,16944,Alpha Blondy,Reggae,1980
40282,762652,Big Youth,Reggae,1970,951374,Damian Marley,Reggae,1990
40281,697350,Ziggy Marley,Reggae,1970,951374,Damian Marley,Reggae,1990
40280,636474,Bunny Wailer,Reggae,1970,951374,Damian Marley,Reggae,1990
40279,359494,Prince Buster,Reggae,1960,951374,Damian Marley,Reggae,1990
40277,302765,Prince Far I,Reggae,1970,951374,Damian Marley,Reggae,1990
11774,641994,Burning Spear,Reggae,1970,181376,UB40,Pop/Rock,1970
40278,328014,Peter Tosh,Reggae,1960,951374,Damian Marley,Reggae,1990
1680,242861,Dennis Brown,Reggae,1970,24309,Stephen Marley,Reggae,2000
11691,785380,"Lee ""Scratch"" Perry",Reggae,1960,180023,Tortoise,Pop/Rock,1990
1681,295276,Jimmy Cliff,Reggae,1960,24309,Stephen Marley,Reggae,2000
1683,636474,Bunny Wailer,Reggae,1970,24309,Stephen Marley,Reggae,2000
11762,85448,The Heptones,Reggae,1960,181376,UB40,Pop/Rock,1970
11761,75295,Ken Boothe,Reggae,1960,181376,UB40,Pop/Rock,1970
37495,160848,Gregory Isaacs,Reggae,1970,866417,Maxi Priest,Reggae,1980
37496,178889,Alton Ellis,Reggae,1950,866417,Maxi Priest,Reggae,1980
37497,242861,Dennis Brown,Reggae,1970,866417,Maxi Priest,Reggae,1980
37500,328014,Peter Tosh,Reggae,1960,866417,Maxi Priest,Reggae,1980
37501,636474,Bunny Wailer,Reggae,1970,866417,Maxi Priest,Reggae,1980
7796,819344,Desmond Dekker,Reggae,1960,122252,Lady Saw,Reggae,1990
37502,751592,Sly & Robbie,Reggae,1970,866417,Maxi Priest,Reggae,1980
7789,129817,Shabba Ranks,Reggae,1980,122252,Lady Saw,Reggae,1990
7790,573978,Marcia Griffiths,Reggae,1960,122252,Lady Saw,Reggae,1990
7791,681340,Yellowman,Reggae,1980,122252,Lady Saw,Reggae,1990
7792,742980,Patra,Reggae,1990,122252,Lady Saw,Reggae,1990
7793,746407,Sister Nancy,Reggae,1980,122252,Lady Saw,Reggae,1990
7794,788508,Beenie Man,Reggae,1970,122252,Lady Saw,Reggae,1990
7795,790988,Toots & the Maytals,Reggae,1960,122252,Lady Saw,Reggae,1990
37503,798477,Freddie McGregor,Reggae,1960,866417,Maxi Priest,Reggae,1980
12256,264350,Sean Paul,Reggae,1990,187907,Don Omar,Latin,1990
5677,73605,The Gaylads,Reggae,1960,85448,The Heptones,Reggae,1960
5678,75295,Ken Boothe,Reggae,1960,85448,The Heptones,Reggae,1960
23354,785380,"Lee ""Scratch"" Perry",Reggae,1960,492162,The Prodigy,Electronic,1990
1682,328014,Peter Tosh,Reggae,1960,24309,Stephen Marley,Reggae,2000
11776,790988,Toots & the Maytals,Reggae,1960,181376,UB40,Pop/Rock,1970
38899,128585,Jackie Mittoo,Reggae,1960,923432,The Wailers,Reggae,1960
11777,800332,Eric Donaldson,Reggae,1970,181376,UB40,Pop/Rock,1970
16263,788508,Beenie Man,Reggae,1970,264350,Sean Paul,Reggae,1990
16256,129817,Shabba Ranks,Reggae,1980,264350,Sean Paul,Reggae,1990
23154,785380,"Lee ""Scratch"" Perry",Reggae,1960,489999,The Raincoats,Pop/Rock,1970
10143,173988,Rita Marley,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
10145,190021,John Holt,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
10222,573978,Marcia Griffiths,Reggae,1960,161920,Grace Jones,R&B;,1970
17046,425105,The Skatalites,Reggae,1960,288111,Los Fabulosos Cadillacs,Latin,1980
10216,160848,Gregory Isaacs,Reggae,1970,161920,Grace Jones,R&B;,1970
21483,790988,Toots & the Maytals,Reggae,1960,413524,The Police,Pop/Rock,1970
10175,751592,Sly & Robbie,Reggae,1970,161436,Chaka Demus & Pliers,Reggae,1980
10174,681340,Yellowman,Reggae,1980,161436,Chaka Demus & Pliers,Reggae,1980
10173,251925,Wayne Smith,Reggae,1980,161436,Chaka Demus & Pliers,Reggae,1980
10144,178889,Alton Ellis,Reggae,1950,160848,Gregory Isaacs,Reggae,1970
16972,951374,Damian Marley,Reggae,1990,286572,Joss Stone,Pop/Rock,2000
10150,790988,Toots & the Maytals,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
19879,819344,Desmond Dekker,Reggae,1960,359494,Prince Buster,Reggae,1960
19878,790988,Toots & the Maytals,Reggae,1960,359494,Prince Buster,Reggae,1960
10149,474648,The Melodians,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
10148,425105,The Skatalites,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
10147,328014,Peter Tosh,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
10146,295276,Jimmy Cliff,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
16262,697350,Ziggy Marley,Reggae,1970,264350,Sean Paul,Reggae,1990
16261,681340,Yellowman,Reggae,1980,264350,Sean Paul,Reggae,1990
16260,190235,Mad Cobra,Reggae,1980,264350,Sean Paul,Reggae,1990
16259,175775,Eek-A-Mouse,Reggae,1980,264350,Sean Paul,Reggae,1990
33666,751592,Sly & Robbie,Reggae,1970,788508,Beenie Man,Reggae,1970
40276,218885,Horace Andy,Reggae,1970,951374,Damian Marley,Reggae,1990
33667,836313,Junior Reid,Reggae,1980,788508,Beenie Man,Reggae,1970
33668,939187,Buju Banton,Reggae,1990,788508,Beenie Man,Reggae,1970
38413,425105,The Skatalites,Reggae,1960,899223,The Slackers,Pop/Rock,1990
24832,128585,Jackie Mittoo,Reggae,1960,543055,Georgie Fame,Pop/Rock,1950
38417,790988,Toots & the Maytals,Reggae,1960,899223,The Slackers,Pop/Rock,1990
24834,359494,Prince Buster,Reggae,1960,543055,Georgie Fame,Pop/Rock,1950
33665,745584,Steel Pulse,Reggae,1970,788508,Beenie Man,Reggae,1970
9935,75295,Ken Boothe,Reggae,1960,156938,Shaggy,Reggae,1990
10151,819344,Desmond Dekker,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
9936,90011,Ini Kamoze,Reggae,1980,156938,Shaggy,Reggae,1990
10141,75295,Ken Boothe,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
10140,73605,The Gaylads,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
10139,66395,The Congos,Reggae,1970,160848,Gregory Isaacs,Reggae,1970
38901,425105,The Skatalites,Reggae,1960,923432,The Wailers,Reggae,1960
34226,425105,The Skatalites,Reggae,1960,796045,Fishbone,Pop/Rock,1970
16254,33580,Super Cat,Reggae,1970,264350,Sean Paul,Reggae,1990
10142,121459,Cornell Campbell,Reggae,1960,160848,Gregory Isaacs,Reggae,1970
16255,122252,Lady Saw,Reggae,1990,264350,Sean Paul,Reggae,1990
16257,138063,Barrington Levy,Reggae,1970,264350,Sean Paul,Reggae,1990
16258,169526,Frankie Paul,Reggae,1980,264350,Sean Paul,Reggae,1990
9937,129817,Shabba Ranks,Reggae,1980,156938,Shaggy,Reggae,1990
18837,246768,Derrick Morgan,Reggae,1950,334101,Max Romeo,Reggae,1960
23155,790988,Toots & the Maytals,Reggae,1960,489999,The Raincoats,Pop/Rock,1970
34144,785380,"Lee ""Scratch"" Perry",Reggae,1960,793848,Faithless,Electronic,1990
33387,295276,Jimmy Cliff,Reggae,1960,784732,Joe Jackson,Pop/Rock,1970
38314,785380,"Lee ""Scratch"" Perry",Reggae,1960,896965,Mikey Dread,Reggae,1970
24738,16944,Alpha Blondy,Reggae,1980,540010,Capleton,Reggae,1990
24739,160848,Gregory Isaacs,Reggae,1970,540010,Capleton,Reggae,1990
24740,169526,Frankie Paul,Reggae,1980,540010,Capleton,Reggae,1990
24741,178014,U-Roy,Reggae,1960,540010,Capleton,Reggae,1990
24743,242861,Dennis Brown,Reggae,1970,540010,Capleton,Reggae,1990
24744,328014,Peter Tosh,Reggae,1960,540010,Capleton,Reggae,1990
24745,603590,Aswad,Reggae,1970,540010,Capleton,Reggae,1990
24746,636474,Bunny Wailer,Reggae,1970,540010,Capleton,Reggae,1990
4645,776659,Israel Vibration,Reggae,1970,70704,Big Mountain,Reggae,1990
34393,75295,Ken Boothe,Reggae,1960,798477,Freddie McGregor,Reggae,1960
11012,218885,Horace Andy,Reggae,1970,171854,Easy Star All-Stars,Reggae,2000
11010,93322,King Tubby,Reggae,1960,171854,Easy Star All-Stars,Reggae,2000
11016,636474,Bunny Wailer,Reggae,1970,171854,Easy Star All-Stars,Reggae,2000
18838,328014,Peter Tosh,Reggae,1960,334101,Max Romeo,Reggae,1960
18839,359494,Prince Buster,Reggae,1960,334101,Max Romeo,Reggae,1960
18840,474648,The Melodians,Reggae,1960,334101,Max Romeo,Reggae,1960
18841,819344,Desmond Dekker,Reggae,1960,334101,Max Romeo,Reggae,1960
11779,893111,The Paragons,Reggae,1960,181376,UB40,Pop/Rock,1970
11778,823482,Hopeton Lewis,Reggae,1960,181376,UB40,Pop/Rock,1970
33386,289629,Linton Kwesi Johnson,Reggae,1970,784732,Joe Jackson,Pop/Rock,1970
38313,302765,Prince Far I,Reggae,1970,896965,Mikey Dread,Reggae,1970
38312,178014,U-Roy,Reggae,1960,896965,Mikey Dread,Reggae,1970
10013,52151,Augustus Pablo,Reggae,1970,158849,Squarepusher,Electronic,1990
9955,939187,Buju Banton,Reggae,1990,156938,Shaggy,Reggae,1990
9954,866417,Maxi Priest,Reggae,1980,156938,Shaggy,Reggae,1990
9953,855773,Prince Jazzbo,Reggae,1970,156938,Shaggy,Reggae,1990
9952,836313,Junior Reid,Reggae,1980,156938,Shaggy,Reggae,1990
9951,826660,Josey Wales,Reggae,1980,156938,Shaggy,Reggae,1990
9950,798477,Freddie McGregor,Reggae,1960,156938,Shaggy,Reggae,1990
9949,788508,Beenie Man,Reggae,1970,156938,Shaggy,Reggae,1990
4638,295276,Jimmy Cliff,Reggae,1960,70704,Big Mountain,Reggae,1990
9948,751592,Sly & Robbie,Reggae,1970,156938,Shaggy,Reggae,1990
9946,359494,Prince Buster,Reggae,1960,156938,Shaggy,Reggae,1990
19789,785380,"Lee ""Scratch"" Perry",Reggae,1960,358820,Primal Scream,Pop/Rock,1980
9944,242861,Dennis Brown,Reggae,1970,156938,Shaggy,Reggae,1990
9941,175775,Eek-A-Mouse,Reggae,1980,156938,Shaggy,Reggae,1990
9940,169526,Frankie Paul,Reggae,1980,156938,Shaggy,Reggae,1990
9939,165830,Cocoa Tea,Reggae,1970,156938,Shaggy,Reggae,1990
9938,138063,Barrington Levy,Reggae,1970,156938,Shaggy,Reggae,1990
9947,681340,Yellowman,Reggae,1980,156938,Shaggy,Reggae,1990
4641,494474,Third World,Reggae,1970,70704,Big Mountain,Reggae,1990
4643,603590,Aswad,Reggae,1970,70704,Big Mountain,Reggae,1990
4644,745584,Steel Pulse,Reggae,1970,70704,Big Mountain,Reggae,1990
10024,785380,"Lee ""Scratch"" Perry",Reggae,1960,158849,Squarepusher,Electronic,1990
10014,93322,King Tubby,Reggae,1960,158849,Squarepusher,Electronic,1990
9943,218885,Horace Andy,Reggae,1970,156938,Shaggy,Reggae,1990
1128,138063,Barrington Levy,Reggae,1970,16944,Alpha Blondy,Reggae,1980
3106,190021,John Holt,Reggae,1960,44764,Blondie,Pop/Rock,1970
40273,175775,Eek-A-Mouse,Reggae,1980,951374,Damian Marley,Reggae,1990
39653,790988,Toots & the Maytals,Reggae,1960,937098,Stiff Little Fingers,Pop/Rock,1970
24255,762652,Big Youth,Reggae,1970,518937,Mr. Scruff,Electronic,1990
26872,785380,"Lee ""Scratch"" Perry",Reggae,1960,603590,Aswad,Reggae,1970
39740,681340,Yellowman,Reggae,1980,939187,Buju Banton,Reggae,1990
39739,636474,Bunny Wailer,Reggae,1970,939187,Buju Banton,Reggae,1990
39738,591902,Admiral Bailey,Reggae,1980,939187,Buju Banton,Reggae,1990
39736,328014,Peter Tosh,Reggae,1960,939187,Buju Banton,Reggae,1990
39735,302765,Prince Far I,Reggae,1970,939187,Buju Banton,Reggae,1990
39734,218885,Horace Andy,Reggae,1970,939187,Buju Banton,Reggae,1990
39733,178014,U-Roy,Reggae,1960,939187,Buju Banton,Reggae,1990
39741,826660,Josey Wales,Reggae,1980,939187,Buju Banton,Reggae,1990
39732,175775,Eek-A-Mouse,Reggae,1980,939187,Buju Banton,Reggae,1990
39730,138063,Barrington Levy,Reggae,1970,939187,Buju Banton,Reggae,1990
39729,129817,Shabba Ranks,Reggae,1980,939187,Buju Banton,Reggae,1990
11475,175775,Eek-A-Mouse,Reggae,1980,177372,Don Chezina,Latin,1990
32037,160428,Clint Eastwood,Reggae,1970,762652,Big Youth,Reggae,1970
39654,836312,Junior Murvin,Reggae,1960,937098,Stiff Little Fingers,Pop/Rock,1970
32038,178014,U-Roy,Reggae,1960,762652,Big Youth,Reggae,1970
32039,334101,Max Romeo,Reggae,1960,762652,Big Youth,Reggae,1970
39731,169526,Frankie Paul,Reggae,1980,939187,Buju Banton,Reggae,1990
32040,359494,Prince Buster,Reggae,1960,762652,Big Youth,Reggae,1970
8279,218885,Horace Andy,Reggae,1970,129817,Shabba Ranks,Reggae,1980
5384,66395,The Congos,Reggae,1970,81683,Black Uhuru,Reggae,1970
8287,826660,Josey Wales,Reggae,1980,129817,Shabba Ranks,Reggae,1980
8285,681340,Yellowman,Reggae,1980,129817,Shabba Ranks,Reggae,1980
11020,697350,Ziggy Marley,Reggae,1970,171889,Elephant Man,Reggae,1990
11019,190235,Mad Cobra,Reggae,1980,171889,Elephant Man,Reggae,1990
11018,169526,Frankie Paul,Reggae,1980,171889,Elephant Man,Reggae,1990
11017,129817,Shabba Ranks,Reggae,1980,171889,Elephant Man,Reggae,1990
761,178014,U-Roy,Reggae,1960,12570,Sister Carol,Reggae,1990
39652,785380,"Lee ""Scratch"" Perry",Reggae,1960,937098,Stiff Little Fingers,Pop/Rock,1970
17397,359494,Prince Buster,Reggae,1960,295276,Jimmy Cliff,Reggae,1960
8288,855773,Prince Jazzbo,Reggae,1970,129817,Shabba Ranks,Reggae,1980
22835,785380,"Lee ""Scratch"" Perry",Reggae,1960,485135,311,Pop/Rock,1990
22595,425105,The Skatalites,Reggae,1960,479350,The Toasters,Pop/Rock,1980
22598,790988,Toots & the Maytals,Reggae,1960,479350,The Toasters,Pop/Rock,1980
22599,819344,Desmond Dekker,Reggae,1960,479350,The Toasters,Pop/Rock,1980
8276,138063,Barrington Levy,Reggae,1970,129817,Shabba Ranks,Reggae,1980
8277,175775,Eek-A-Mouse,Reggae,1980,129817,Shabba Ranks,Reggae,1980
8278,178014,U-Roy,Reggae,1960,129817,Shabba Ranks,Reggae,1980
17398,425105,The Skatalites,Reggae,1960,295276,Jimmy Cliff,Reggae,1960
25333,122252,Lady Saw,Reggae,1990,562850,Lily Allen,Pop/Rock,2000
8280,219334,I-Roy,Reggae,1970,129817,Shabba Ranks,Reggae,1980
8281,251925,Wayne Smith,Reggae,1980,129817,Shabba Ranks,Reggae,1980
8283,591902,Admiral Bailey,Reggae,1980,129817,Shabba Ranks,Reggae,1980
8284,636474,Bunny Wailer,Reggae,1970,129817,Shabba Ranks,Reggae,1980
8286,762652,Big Youth,Reggae,1970,129817,Shabba Ranks,Reggae,1980
5386,93322,King Tubby,Reggae,1960,81683,Black Uhuru,Reggae,1970
5389,160848,Gregory Isaacs,Reggae,1970,81683,Black Uhuru,Reggae,1970
5387,109637,Culture,Reggae,1970,81683,Black Uhuru,Reggae,1970
26867,479548,The Upsetters,Reggae,1960,603590,Aswad,Reggae,1970
26868,588943,The Abyssinians,Reggae,1970,603590,Aswad,Reggae,1970
26869,636474,Bunny Wailer,Reggae,1970,603590,Aswad,Reggae,1970
26870,641994,Burning Spear,Reggae,1970,603590,Aswad,Reggae,1970
26871,758920,The Ethiopians,Reggae,1960,603590,Aswad,Reggae,1970
26865,412134,The Pioneers,Reggae,1960,603590,Aswad,Reggae,1970
26857,66395,The Congos,Reggae,1970,603590,Aswad,Reggae,1970
26862,242861,Dennis Brown,Reggae,1970,603590,Aswad,Reggae,1970
26856,52151,Augustus Pablo,Reggae,1970,603590,Aswad,Reggae,1970
26822,69402,Bob Marley & the Wailers,Reggae,1960,600720,Ziggy Marley & the Melody Makers,Reggae,1980
26823,173988,Rita Marley,Reggae,1960,600720,Ziggy Marley & the Melody Makers,Reggae,1980
20334,93322,King Tubby,Reggae,1960,378288,Massive Attack,Electronic,1980
5326,295276,Jimmy Cliff,Reggae,1960,81403,Boney M.,Pop/Rock,1970
39693,788508,Beenie Man,Reggae,1970,938487,Mr. Vegas,Reggae,1990
39692,190235,Mad Cobra,Reggae,1980,938487,Mr. Vegas,Reggae,1990
39691,165830,Cocoa Tea,Reggae,1970,938487,Mr. Vegas,Reggae,1990
32044,819344,Desmond Dekker,Reggae,1960,762652,Big Youth,Reggae,1970
32043,785380,"Lee ""Scratch"" Perry",Reggae,1960,762652,Big Youth,Reggae,1970
26855,931231,Tippa Irie,Reggae,1990,603226,Dirty Heads,Pop/Rock,2000
32045,836312,Junior Murvin,Reggae,1960,762652,Big Youth,Reggae,1970
33664,681340,Yellowman,Reggae,1980,788508,Beenie Man,Reggae,1970
26866,474648,The Melodians,Reggae,1960,603590,Aswad,Reggae,1970
26864,328014,Peter Tosh,Reggae,1960,603590,Aswad,Reggae,1970
26858,75295,Ken Boothe,Reggae,1960,603590,Aswad,Reggae,1970
26863,295276,Jimmy Cliff,Reggae,1960,603590,Aswad,Reggae,1970
11513,1292549,The Uniques,Reggae,1960,178014,U-Roy,Reggae,1960
11512,790988,Toots & the Maytals,Reggae,1960,178014,U-Roy,Reggae,1960
11511,785380,"Lee ""Scratch"" Perry",Reggae,1960,178014,U-Roy,Reggae,1960
11510,425105,The Skatalites,Reggae,1960,178014,U-Roy,Reggae,1960
11509,412134,The Pioneers,Reggae,1960,178014,U-Roy,Reggae,1960
5385,85448,The Heptones,Reggae,1960,81683,Black Uhuru,Reggae,1970
11508,359494,Prince Buster,Reggae,1960,178014,U-Roy,Reggae,1960
11506,295276,Jimmy Cliff,Reggae,1960,178014,U-Roy,Reggae,1960
20350,785380,"Lee ""Scratch"" Perry",Reggae,1960,378288,Massive Attack,Electronic,1980
11505,178889,Alton Ellis,Reggae,1950,178014,U-Roy,Reggae,1960
11030,785380,"Lee ""Scratch"" Perry",Reggae,1960,172041,Joe Strummer,Pop/Rock,1970
20346,751592,Sly & Robbie,Reggae,1970,378288,Massive Attack,Electronic,1980
11502,75295,Ken Boothe,Reggae,1960,178014,U-Roy,Reggae,1960
11501,81683,Black Uhuru,Reggae,1970,177957,Don Carlos,Reggae,1970
11507,328014,Peter Tosh,Reggae,1960,178014,U-Roy,Reggae,1960
32041,425105,The Skatalites,Reggae,1960,762652,Big Youth,Reggae,1970
42769,2896351,Tommy Lee,Reggae,2000,3670556,Trinidad Cardona,R&B;,2010
26859,78532,Inner Circle,Reggae,1970,603590,Aswad,Reggae,1970
26860,85448,The Heptones,Reggae,1960,603590,Aswad,Reggae,1970
26861,93322,King Tubby,Reggae,1960,603590,Aswad,Reggae,1970
32042,751592,Sly & Robbie,Reggae,1970,762652,Big Youth,Reggae,1970
18940,819344,Desmond Dekker,Reggae,1960,335747,Rancid,Pop/Rock,1990
11503,85448,The Heptones,Reggae,1960,178014,U-Roy,Reggae,1960
40275,205627,Charlie Chaplin,Reggae,1980,951374,Damian Marley,Reggae,1990
15778,759668,Beres Hammond,Reggae,1970,254083,Wayne Wonder,Reggae,1980
15775,540010,Capleton,Reggae,1990,254083,Wayne Wonder,Reggae,1980
5681,121459,Cornell Campbell,Reggae,1960,85448,The Heptones,Reggae,1960
5689,923432,The Wailers,Reggae,1960,85448,The Heptones,Reggae,1960
12372,138063,Barrington Levy,Reggae,1970,190235,Mad Cobra,Reggae,1980
35690,246768,Derrick Morgan,Reggae,1950,819344,Desmond Dekker,Reggae,1960
12380,800332,Eric Donaldson,Reggae,1970,190235,Mad Cobra,Reggae,1980
12379,762652,Big Youth,Reggae,1970,190235,Mad Cobra,Reggae,1980
12378,759668,Beres Hammond,Reggae,1970,190235,Mad Cobra,Reggae,1980
12377,751592,Sly & Robbie,Reggae,1970,190235,Mad Cobra,Reggae,1980
23933,246768,Derrick Morgan,Reggae,1950,504276,The Selecter,Pop/Rock,1970
23934,295276,Jimmy Cliff,Reggae,1960,504276,The Selecter,Pop/Rock,1970
23935,359494,Prince Buster,Reggae,1960,504276,The Selecter,Pop/Rock,1970
23936,412134,The Pioneers,Reggae,1960,504276,The Selecter,Pop/Rock,1970
23937,425105,The Skatalites,Reggae,1960,504276,The Selecter,Pop/Rock,1970
23938,603590,Aswad,Reggae,1970,504276,The Selecter,Pop/Rock,1970
23939,790988,Toots & the Maytals,Reggae,1960,504276,The Selecter,Pop/Rock,1970
23940,819344,Desmond Dekker,Reggae,1960,504276,The Selecter,Pop/Rock,1970
23941,893111,The Paragons,Reggae,1960,504276,The Selecter,Pop/Rock,1970
35691,295276,Jimmy Cliff,Reggae,1960,819344,Desmond Dekker,Reggae,1960
12376,681340,Yellowman,Reggae,1980,190235,Mad Cobra,Reggae,1980
12375,251925,Wayne Smith,Reggae,1980,190235,Mad Cobra,Reggae,1980
12374,178014,U-Roy,Reggae,1960,190235,Mad Cobra,Reggae,1980
5682,128585,Jackie Mittoo,Reggae,1960,85448,The Heptones,Reggae,1960
5393,636474,Bunny Wailer,Reggae,1970,81683,Black Uhuru,Reggae,1970
20600,819344,Desmond Dekker,Reggae,1960,387095,Reel Big Fish,Pop/Rock,1990
5684,359494,Prince Buster,Reggae,1960,85448,The Heptones,Reggae,1960
40272,138063,Barrington Levy,Reggae,1970,951374,Damian Marley,Reggae,1990
25663,425105,The Skatalites,Reggae,1960,571472,Hepcat,Reggae,1990
22894,69402,Bob Marley & the Wailers,Reggae,1960,486047,Sublime,Pop/Rock,1980
21807,828740,Lord Invader,Reggae,1940,425105,The Skatalites,Reggae,1960
40258,785380,"Lee ""Scratch"" Perry",Reggae,1960,949820,DJ Shadow,Electronic,1990
40255,751592,Sly & Robbie,Reggae,1970,949820,DJ Shadow,Electronic,1990
40274,178014,U-Roy,Reggae,1960,951374,Damian Marley,Reggae,1990
29164,93322,King Tubby,Reggae,1960,672498,Goldie,Electronic,1990
41547,939187,Buju Banton,Reggae,1990,2036252,Major Lazer,Electronic,2000
35692,785380,"Lee ""Scratch"" Perry",Reggae,1960,819344,Desmond Dekker,Reggae,1960
