,influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start
15941,59156,B.B. King,Blues,1940,256482,Diane Schuur,Vocal,1970
6671,28166,Slim Harpo,Blues,1950,100160,The Kinks,Pop/Rock,1960
36408,276085,Howlin' Wolf,Blues,1930,838272,Pere Ubu,Pop/Rock,1970
12176,3829,T-Bone Walker,Blues,1930,186734,Freddie King,Blues,1950
12177,59156,B.B. King,Blues,1940,186734,Freddie King,Blues,1950
12178,115733,J.B. Lenoir,Blues,1950,186734,Freddie King,Blues,1950
23040,806542,Etta James,Blues,1950,488859,Millie Jackson,R&B;,1960
12179,129547,"Clarence ""Gatemouth"" Brown",Blues,1940,186734,Freddie King,Blues,1950
12180,276085,Howlin' Wolf,Blues,1930,186734,Freddie King,Blues,1950
12181,608701,Muddy Waters,Blues,1940,186734,Freddie King,Blues,1950
12182,769616,Jimmy Rogers,Blues,1950,186734,Freddie King,Blues,1950
12183,825208,Lightnin' Hopkins,Blues,1930,186734,Freddie King,Blues,1950
20118,748773,Amos Milburn,Blues,1940,369270,Professor Longhair,Blues,1930
18730,176936,Elmore James,Blues,1930,332141,Jerry Lee Lewis,Pop/Rock,1950
36463,59156,B.B. King,Blues,1940,838524,Savoy Brown,Pop/Rock,1960
12211,3829,T-Bone Walker,Blues,1930,187478,Eric Clapton,Pop/Rock,1960
12212,28166,Slim Harpo,Blues,1950,187478,Eric Clapton,Pop/Rock,1960
12214,59156,B.B. King,Blues,1940,187478,Eric Clapton,Pop/Rock,1960
12216,76881,Jimmy Reed,Blues,1940,187478,Eric Clapton,Pop/Rock,1960
12217,81194,"Bobby ""Blue"" Bland",Blues,1950,187478,Eric Clapton,Pop/Rock,1960
12221,129547,"Clarence ""Gatemouth"" Brown",Blues,1940,187478,Eric Clapton,Pop/Rock,1960
12223,176936,Elmore James,Blues,1930,187478,Eric Clapton,Pop/Rock,1960
38746,608701,Muddy Waters,Blues,1940,921710,The White Stripes,Pop/Rock,1990
31494,389213,R.L. Burnside,Blues,1960,755918,The Black Keys,Pop/Rock,2000
28394,3829,T-Bone Walker,Blues,1930,647834,George Thorogood,Pop/Rock,1970
28398,176936,Elmore James,Blues,1930,647834,George Thorogood,Pop/Rock,1970
12536,608701,Muddy Waters,Blues,1940,193216,Free,Pop/Rock,1960
31167,819894,Johnny Otis,Blues,1940,752773,Shuggie Otis,R&B;,1960
31166,748773,Amos Milburn,Blues,1940,752773,Shuggie Otis,R&B;,1960
31162,242511,"Johnny ""Guitar"" Watson",Blues,1950,752773,Shuggie Otis,R&B;,1960
31158,59156,B.B. King,Blues,1940,752773,Shuggie Otis,R&B;,1960
31157,3829,T-Bone Walker,Blues,1930,752773,Shuggie Otis,R&B;,1960
28510,3829,T-Bone Walker,Blues,1930,654490,Guitar Slim,Blues,1950
28511,129547,"Clarence ""Gatemouth"" Brown",Blues,1940,654490,Guitar Slim,Blues,1950
15713,654490,Guitar Slim,Blues,1950,252509,Leon Haywood,R&B;,1960
15694,276085,Howlin' Wolf,Blues,1930,252184,Johnny Thunders,Pop/Rock,1970
31089,76881,Jimmy Reed,Blues,1940,751738,Steve Cropper,R&B;,1960
12531,276085,Howlin' Wolf,Blues,1930,193216,Free,Pop/Rock,1960
36586,806542,Etta James,Blues,1950,841870,Jennifer Paige,Pop/Rock,1990
38690,762288,Big Mama Thornton,Blues,1940,921002,Ann Peebles,R&B;,1970
38685,66228,Big Maybelle,Blues,1930,921002,Ann Peebles,R&B;,1970
36600,28166,Slim Harpo,Blues,1950,842351,Pete Townshend,Pop/Rock,1960
36603,76881,Jimmy Reed,Blues,1940,842351,Pete Townshend,Pop/Rock,1960
15662,608701,Muddy Waters,Blues,1940,251595,Whitesnake,Pop/Rock,1970
22912,276085,Howlin' Wolf,Blues,1930,486305,Junior Parker,Blues,1950
21783,238495,John Mayall,Blues,1950,424244,Ozzy Osbourne,Pop/Rock,1960
6422,815039,John Lee Hooker,Blues,1940,96964,Boz Scaggs,Pop/Rock,1960
6414,81194,"Bobby ""Blue"" Bland",Blues,1950,96964,Boz Scaggs,Pop/Rock,1960
6413,76881,Jimmy Reed,Blues,1940,96964,Boz Scaggs,Pop/Rock,1960
36626,3829,T-Bone Walker,Blues,1930,842611,Peter Green,Pop/Rock,1960
38691,806542,Etta James,Blues,1950,921002,Ann Peebles,R&B;,1970
12530,238495,John Mayall,Blues,1950,193216,Free,Pop/Rock,1960
31192,898331,Mississippi Fred McDowell,Blues,1950,753094,Son House,Blues,1930
12526,59156,B.B. King,Blues,1940,193216,Free,Pop/Rock,1960
28399,186734,Freddie King,Blues,1950,647834,George Thorogood,Pop/Rock,1970
38741,389213,R.L. Burnside,Blues,1960,921710,The White Stripes,Pop/Rock,1990
38740,370703,Keb' Mo',Blues,1980,921710,The White Stripes,Pop/Rock,1990
28401,225754,Hound Dog Taylor,Blues,1950,647834,George Thorogood,Pop/Rock,1970
28402,276085,Howlin' Wolf,Blues,1930,647834,George Thorogood,Pop/Rock,1970
28403,608701,Muddy Waters,Blues,1940,647834,George Thorogood,Pop/Rock,1970
28404,617844,Albert King,Blues,1950,647834,George Thorogood,Pop/Rock,1970
28407,815039,John Lee Hooker,Blues,1940,647834,George Thorogood,Pop/Rock,1970
28408,815236,Delbert McClinton,Blues,1970,647834,George Thorogood,Pop/Rock,1970
28409,819983,Johnny Winter,Blues,1960,647834,George Thorogood,Pop/Rock,1970
28411,942529,Buddy Guy,Blues,1950,647834,George Thorogood,Pop/Rock,1970
28412,959770,Willie Dixon,Blues,1940,647834,George Thorogood,Pop/Rock,1970
12420,276085,Howlin' Wolf,Blues,1930,191429,Magic Sam,Blues,1950
12421,608701,Muddy Waters,Blues,1940,191429,Magic Sam,Blues,1950
12454,3829,T-Bone Walker,Blues,1930,191947,War,R&B;,1970
12468,824599,Little Walter,Blues,1940,191947,War,R&B;,1970
12470,962064,Junior Wells,Blues,1950,191947,War,R&B;,1970
31226,824599,Little Walter,Blues,1940,753570,Snooks Eaglin,Blues,1950
31224,115733,J.B. Lenoir,Blues,1950,753570,Snooks Eaglin,Blues,1950
12478,369270,Professor Longhair,Blues,1930,191983,Galactic,Pop/Rock,1990
22938,608701,Muddy Waters,Blues,1940,486775,Otis Spann,Blues,1950
22937,490769,Sunnyland Slim,Blues,1940,486775,Otis Spann,Blues,1950
22936,421122,Memphis Slim,Blues,1930,486775,Otis Spann,Blues,1950
22935,369270,Professor Longhair,Blues,1930,486775,Otis Spann,Blues,1950
22934,197040,Champion Jack Dupree,Blues,1940,486775,Otis Spann,Blues,1950
28396,76881,Jimmy Reed,Blues,1940,647834,George Thorogood,Pop/Rock,1970
36075,191429,Magic Sam,Blues,1950,830425,Robert Cray,Blues,1970
31496,608701,Muddy Waters,Blues,1940,755918,The Black Keys,Pop/Rock,2000
31501,815039,John Lee Hooker,Blues,1940,755918,The Black Keys,Pop/Rock,2000
1374,238495,John Mayall,Blues,1950,20050,Ten Years After,Pop/Rock,1960
1373,176936,Elmore James,Blues,1930,20050,Ten Years After,Pop/Rock,1960
1371,76881,Jimmy Reed,Blues,1940,20050,Ten Years After,Pop/Rock,1960
1370,59156,B.B. King,Blues,1940,20050,Ten Years After,Pop/Rock,1960
1369,28166,Slim Harpo,Blues,1950,20050,Ten Years After,Pop/Rock,1960
1368,3829,T-Bone Walker,Blues,1930,20050,Ten Years After,Pop/Rock,1960
31803,276085,Howlin' Wolf,Blues,1930,758943,Big Brother & the Holding Company,Pop/Rock,1960
31802,238495,John Mayall,Blues,1950,758943,Big Brother & the Holding Company,Pop/Rock,1960
31799,76881,Jimmy Reed,Blues,1940,758943,Big Brother & the Holding Company,Pop/Rock,1960
11755,608701,Muddy Waters,Blues,1940,181329,David Johansen,Pop/Rock,1970
36146,942529,Buddy Guy,Blues,1950,831236,Mark Knopfler,Pop/Rock,1980
1375,276085,Howlin' Wolf,Blues,1930,20050,Ten Years After,Pop/Rock,1960
11757,825208,Lightnin' Hopkins,Blues,1930,181329,David Johansen,Pop/Rock,1970
31773,819983,Johnny Winter,Blues,1960,758453,Blues Traveler,Pop/Rock,1980
36155,753094,Son House,Blues,1930,831381,Robin Trower,Pop/Rock,1960
11794,370703,Keb' Mo',Blues,1980,182302,Ray LaMontagne,Pop/Rock,2000
28104,129547,"Clarence ""Gatemouth"" Brown",Blues,1940,636106,Buckwheat Zydeco,International,1970
28107,369270,Professor Longhair,Blues,1930,636106,Buckwheat Zydeco,International,1970
11848,59156,B.B. King,Blues,1940,182900,Fleetwood Mac,Pop/Rock,1960
11851,176936,Elmore James,Blues,1930,182900,Fleetwood Mac,Pop/Rock,1960
