influencer_id,follower_id
895136,13508
899530,13508
954964,13508
10412,13583
21744,13583
31685,13583
66915,13583
103484,13583
130689,13583
209142,13583
379125,13583
600069,13583
631774,13583
740833,13583
848034,13583
894465,13583
987491,13583
31274,13755
199995,13755
253861,13755
300245,13755
404434,13755
685647,13755
798992,13755
61480,14201
131581,14201
162233,14201
379125,14201
631774,14201
814606,14651
5882,14699
44764,14699
75747,14699
307461,14724
5953,14757
31274,14757
76057,14757
79960,14757
84209,14757
139026,14757
199995,14757
203008,14757
246611,14757
303626,14757
346336,14757
424244,14757
446509,14757
685647,14757
798992,14757
825924,14757
887619,14757
78741,14822
128440,14822
128495,14822
170369,14822
182900,14822
325459,14822
745964,14822
758453,14822
891264,14822
923033,14822
16281,14931
58549,14931
133969,14931
112462,14959
144847,15318
170369,15318
184091,15318
745964,15318
14073,15405
484145,15405
16438,15694
19297,15694
41874,15694
51992,15694
64303,15694
73421,15694
100160,15694
131581,15694
154530,15694
180263,15694
219483,15694
290812,15694
314600,15694
325459,15694
343930,15694
379125,15694
475932,15694
478426,15694
485191,15694
501692,15694
569914,15694
590441,15694
631774,15694
684240,15694
754032,15694
755156,15694
764181,15694
790732,15694
866786,15694
939567,15694
5441,16132
9441,16132
75264,16132
105422,16132
134729,16132
165663,16132
357406,16132
420133,16132
446509,16132
490952,16132
673208,16132
820115,16132
825087,16132
863790,16132
43714,16227
31685,16281
66915,16281
96613,16281
130689,16281
133969,16281
153590,16281
166785,16281
179205,16281
204386,16281
232564,16281
270491,16281
359966,16281
379125,16281
696015,16281
29067,16438
100160,16438
314600,16438
346336,16438
418740,16438
423267,16438
483587,16438
490004,16438
582313,16438
799053,16438
840402,16438
47033,16574
129761,16574
301619,16574
334193,16574
642542,16574
61938,17021
98465,17021
138699,17021
199995,17021
203008,17021
246611,17021
263937,17021
540883,17021
574772,17021
771438,17021
817754,17021
845775,17021
864209,17021
13387,17387
41874,17387
70027,17387
104455,17387
120953,17387
501081,17387
564726,17387
784814,17387
936425,17387
418955,17748
491220,17748
754032,17877
325401,17937
213212,18258
98465,18691
446509,18691
671244,18691
766533,18691
771438,18691
78886,18828
80720,18828
137390,18828
260212,18828
482677,18828
564726,18828
567570,18828
789340,18828
831215,18828
895443,18828
899530,18828
617196,18862
70715,18977
174557,18977
330575,18977
642542,18977
745915,18977
754032,18977
794449,18977
796734,18977
864209,18977
771438,19029
988638,19029
136871,19133
144847,19133
346336,19133
685647,19133
754032,19133
686897,19241
66915,19297
87985,19297
131581,19297
204386,19297
209142,19297
270491,19297
379125,19297
631774,19297
754032,19297
814852,19297
939567,19297
19701,19392
34988,19392
44906,19392
46527,19392
139026,19392
154530,19392
188190,19392
199995,19392
219483,19392
346336,19392
357406,19392
423305,19392
531986,19392
572737,19392
577627,19392
633181,19392
751604,19392
755156,19392
798606,19392
806829,19392
66915,19701
127337,19701
130932,19701
224638,19701
233066,19701
307025,19701
317417,19701
354105,19701
359016,19701
379125,19701
504928,19701
531986,19701
562304,19701
763301,19701
840402,19701
866786,19701
680476,19831
781370,19831
127337,19892
128440,19892
137390,19892
154998,19892
183858,19892
232564,19892
257544,19892
290812,19892
346336,19892
531986,19892
617196,19892
749734,19892
754032,19892
809266,19892
842802,19892
852855,19892
855423,19892
895443,19892
120521,20050
489303,20050
754032,20050
894465,20050
120010,20729
163420,20729
206407,20729
475334,20729
479350,20729
486047,20729
604075,20729
786613,20729
796045,20729
883318,20729
181376,20740
80780,20760
96613,20760
159214,20760
174122,20760
177060,20760
180228,20760
345355,20760
852997,20760
69534,20812
84209,20812
193320,20812
222436,20812
251595,20812
260206,20812
263937,20812
297702,20812
604852,20812
51992,20862
100160,20862
520975,20862
577627,20862
754032,20862
680522,20919
96613,21008
170369,21008
177060,21008
182900,21008
530745,21008
612716,21008
5953,21009
7230,21009
55128,21009
89021,21009
139026,21009
187478,21009
240865,21009
252184,21009
307135,21009
354105,21009
467853,21009
604852,21009
749970,21009
767068,21009
894465,21009
144847,21292
297894,21292
51376,21492
76057,21492
162233,21492
167287,21492
194703,21492
325459,21492
631774,21492
59537,21578
91650,21578
139026,21578
191063,21578
287259,21578
308932,21578
346336,21578
349157,21578
354105,21578
446509,21578
671244,21578
672011,21578
771438,21578
46794,21670
99246,21670
162197,21670
169795,21670
270491,21670
325459,21670
345355,21670
377581,21670
379125,21670
495338,21670
570061,21670
615489,21670
792530,21670
834108,21670
852997,21670
925528,21670
38936,21744
41874,21744
61480,21744
66915,21744
120521,21744
354105,21744
631774,21744
751019,21744
754032,21744
894465,21744
84209,22124
91650,22124
98465,22124
156043,22124
246611,22124
259800,22124
315403,22124
418740,22124
424244,22124
446509,22124
501407,22124
562304,22124
754879,22124
771438,22124
792925,22124
891063,22124
925852,22124
96613,22257
159214,22257
177060,22257
491220,22257
686897,22257
796734,22257
153590,22348
166785,22348
179205,22348
359966,22348
530745,22348
612716,22348
631579,22348
686897,22348
754032,22348
955544,22348
961234,22348
103324,22369
151787,22369
766533,22369
62823,22602
130932,22875
100160,22928
120521,22928
489303,22928
489676,22928
567190,22928
573870,22928
577627,22928
751019,22928
754032,22928
894465,22928
923618,22928
925181,22928
228323,22981
31685,23925
204386,23925
610706,23925
754032,23925
502163,24152
66915,24568
110161,24944
147635,24944
174557,24944
213212,24944
270491,24944
407986,24944
502163,24944
686897,24944
696015,24944
161351,25142
268871,25142
333464,25142
758453,25142
961234,25142
988440,25142
5441,25236
75264,25236
75747,25236
88180,25236
105422,25236
112789,25236
193231,25236
364399,25236
413524,25236
485135,25236
490952,25236
572737,25236
813946,25236
183858,25462
239921,25462
332257,25462
357406,25462
482334,25462
615119,25462
748222,25462
855423,25462
793845,25899
41874,26023
64303,26023
100160,26023
232564,26023
354158,26023
545726,26023
564239,26023
582313,26023
678339,26023
754032,26023
755494,26023
771010,26023
838241,26023
840523,26023
937003,26023
205180,26161
335,26164
44764,26164
51376,26164
69060,26164
75747,26164
100473,26164
109414,26164
113823,26164
238297,26164
357406,26164
418740,26164
489999,26164
490004,26164
492331,26164
498691,26164
585189,26164
615489,26164
680476,26164
747445,26164
755156,26164
762500,26164
766361,26164
797431,26164
798606,26164
925528,26164
172167,26193
174752,26193
224638,26193
531986,26193
601430,26193
615119,26193
69534,26367
84209,26367
105354,26367
165663,26367
193320,26367
200968,26367
222436,26367
251595,26367
259800,26367
260206,26367
297702,26367
299471,26367
418740,26367
424244,26367
490004,26367
500992,26367
540883,26367
574772,26367
604852,26367
749970,26367
835585,26367
859868,26367
948171,26367
66915,26510
120521,26510
198532,26510
538677,26510
814751,26510
987491,26510
988638,26510
41874,26520
57209,26520
118327,26520
140499,26520
174822,26520
186594,26520
241724,26520
521704,26520
617196,26520
635413,26520
642542,26520
645612,26520
753963,26520
755156,26520
755494,26520
773392,26520
799466,26520
840402,26520
936658,26520
34988,26637
755156,26637
771438,26637
72041,26825
123915,26825
137474,26825
182900,26825
208303,26825
754251,26825
756180,26825
792530,26825
796734,26825
842802,26825
855423,26825
180228,27102
237205,27136
664817,27136
36521,27221
219203,27221
326249,27221
583618,27221
769444,27221
66915,27916
1098,28002
7920,28002
170369,28002
242211,28002
323194,28002
604852,28002
626463,28002
782768,28002
127360,28432
183858,28432
239921,28432
301619,28432
358820,28432
481057,28432
769444,28432
831215,28432
852855,28432
895443,28432
41874,28772
43714,28772
129761,28772
203639,28772
330575,28772
418955,28772
491220,28772
642542,28772
754032,28772
29978,28863
100160,28863
754032,29067
894465,29067
69534,29365
604852,29365
58549,29600
70800,29600
154544,29600
195874,29600
197921,29600
482334,29600
768321,29600
784732,29600
796045,29600
883318,29600
577627,29604
12472,29791
29067,29791
29909,29791
45313,29791
100160,29791
232564,29791
292915,29791
293896,29791
307461,29791
423267,29791
505532,29791
577627,29791
595101,29791
754032,29791
794173,29791
842351,29791
845625,29791
892823,29791
956707,29791
76057,29808
79960,29808
84814,29808
139026,29808
193320,29808
260206,29808
297702,29808
299471,29808
391933,29808
574772,29808
588508,29808
596126,29808
604852,29808
771438,29808
809999,29808
894465,29808
642542,29867
120521,29884
180228,29884
332141,29884
538677,29884
792953,29884
793988,29884
803720,29884
824022,29884
193216,29909
423267,29909
482600,29909
894465,29909
43714,29978
51992,29978
58549,29978
61480,29978
64303,29978
100160,29978
105354,29978
297955,29978
319021,29978
325459,29978
357406,29978
486645,29978
501802,29978
564333,29978
583478,29978
631774,29978
754032,29978
790732,29978
894465,29978
956707,29978
80720,30431
129308,30431
140499,30431
189678,30431
343930,30431
415239,30431
617196,30431
631774,30431
745318,30431
755156,30431
764181,30431
790814,30431
840402,30431
66915,31022
894465,31022
180228,31067
51066,31158
43714,31274
76057,31274
199995,31274
304401,31274
346336,31274
404434,31274
582313,31274
685647,31274
754032,31274
98465,31324
246611,31324
299471,31324
315403,31324
501407,31324
590479,31324
771438,31324
925837,31324
11754,31380
237205,31380
237205,31442
317865,31442
495338,31442
585249,31442
776093,31442
922728,31442
5882,31556
29067,31556
75747,31556
84053,31556
100160,31556
104455,31556
105354,31556
119651,31556
293896,31556
357406,31556
422405,31556
423267,31556
478603,31556
531986,31556
545726,31556
564333,31556
577627,31556
754032,31556
758444,31556
892823,31556
894465,31556
66915,31606
71209,31606
233066,31606
290812,31606
325459,31606
336783,31606
384920,31606
674263,31606
840402,31606
840523,31606
26520,31617
41874,31617
212131,31617
408696,31617
755494,31617
920101,31617
46699,31685
66915,31685
180228,31685
265456,31685
424296,31685
754032,31685
43714,31697
484145,31697
506513,31765
863790,31765
295756,31823
301619,31823
222927,31969
270491,31969
686897,31969
987491,31969
289685,32301
814751,32366
79960,32401
112462,32401
489303,32401
659517,32401
674873,32401
44764,32433
66915,32433
175708,32433
478426,32433
531986,32433
759031,32433
987491,32433
58549,32971
66915,32971
75747,32971
100160,32971
163229,32971
478426,32971
490004,32971
502163,32971
582313,32971
597094,32971
642542,32971
899530,32971
754032,33161
840102,33161
5882,33560
418955,33560
520975,33560
531986,33560
627337,33560
660401,33560
41874,33666
43714,33666
76057,33666
100160,33666
125465,33666
199995,33666
304401,33666
346336,33666
404434,33666
491220,33666
582313,33666
674662,33666
685647,33666
754032,33666
936425,33666
33316,34094
478603,34094
491220,34094
575051,34094
754032,34094
923618,34094
68738,34172
73421,34172
91650,34172
167287,34172
259561,34172
379125,34172
422405,34172
423305,34172
583478,34172
639053,34172
920073,34172
960690,34172
66915,34249
130932,34249
194703,34249
377908,34249
379125,34249
489876,34249
530745,34249
612716,34249
814751,34249
823165,34249
845625,34249
894465,34249
987491,34249
10538,34382
96964,34382
149515,34382
293896,34382
574597,34382
761706,34867
37730,34880
46925,34899
92303,34899
131650,34899
233066,34899
325459,34899
359326,34899
493327,34899
816900,34899
922200,34899
44906,34988
71209,34988
118327,34988
129308,34988
290812,34988
364399,34988
487186,34988
615119,34988
635413,34988
672910,34988
926604,34988
948557,34988
18977,35338
177060,35464
75264,35587
91650,35587
386253,35587
422947,35587
490004,35587
515251,35587
781766,35587
931105,35587
950956,35587
42993,35697
66915,35719
80537,35719
100160,35719
180228,35719
531986,35719
754032,35719
894465,35719
154998,35864
3495279,36106
41874,36310
135054,36310
154530,36310
266255,36310
418955,36310
490004,36310
755156,36310
766385,36310
771438,36310
167517,36312
170369,36312
58549,36468
78886,36468
422405,36468
573241,36468
574772,36468
597094,36468
899530,36468
5882,36521
19892,36521
44764,36521
51992,36521
61172,36521
61938,36521
79960,36521
105354,36521
137390,36521
139026,36521
183858,36521
212131,36521
219483,36521
239921,36521
246611,36521
260206,36521
290812,36521
346336,36521
354105,36521
379125,36521
531986,36521
577627,36521
590479,36521
758520,36521
771438,36521
806829,36521
858827,36521
889097,36521
923033,36521
937003,36521
354105,36987
46699,37026
754032,37026
935990,37026
38490,37730
61938,37730
75100,37730
84209,37730
112462,37730
114342,37730
130932,37730
131627,37730
139026,37730
140689,37730
182598,37730
219483,37730
222351,37730
325459,37730
354105,37730
379125,37730
422947,37730
474482,37730
540883,37730
562304,37730
577627,37730
604852,37730
625739,37730
639053,37730
754032,37730
842351,37730
883318,37730
894465,37730
913210,37730
75747,37931
219203,37931
325459,38061
631774,38061
747757,38061
754032,38061
61534,38302
75747,38302
142652,38302
180228,38302
418740,38302
490004,38302
793988,38302
803720,38302
894465,38302
960690,38302
13508,38321
15694,38321
65590,38321
108679,38321
174752,38321
219203,38321
219483,38321
336783,38321
346336,38321
379125,38321
408696,38321
621944,38321
636433,38321
752314,38321
754032,38321
755156,38321
775877,38321
799053,38321
895136,38321
923705,38321
70715,38466
46699,38490
55128,38490
66915,38490
73644,38490
120521,38490
171637,38490
332141,38490
332852,38490
631774,38490
792953,38490
939567,38490
9084,38579
183858,38579
253142,38579
487186,38579
531986,38579
755494,38579
783250,38579
852855,38579
926548,38579
16281,38805
200074,38805
41874,38936
46699,38936
66915,38936
180228,38936
213165,38936
265456,38936
631774,38936
754032,38936
9084,38977
253142,38977
487186,38977
531986,38977
617196,38977
852855,38977
36468,39013
38302,39013
62823,39013
137390,39013
138520,39013
152023,39013
154544,39013
223197,39013
255704,39013
312354,39013
367459,39013
422947,39013
471355,39013
472925,39013
490004,39013
761108,39013
808944,39013
855952,39013
51992,39258
58372,39258
58549,39258
66915,39258
105354,39258
130689,39258
182900,39258
252184,39258
475932,39258
612716,39258
845625,39258
892823,39258
894465,39258
31556,39342
308645,39342
393345,39342
564333,39342
754032,39342
758444,39342
899530,39342
5441,39406
22124,39406
96977,39406
151787,39406
246611,39406
446509,39406
453041,39406
607053,39406
741177,39406
925837,39406
75100,39637
79960,39637
291043,39637
674873,39637
38302,40124
130764,40124
139089,40124
152023,40124
154544,40124
206407,40124
213921,40124
243008,40124
258430,40124
317545,40124
357406,40124
422405,40124
485135,40124
527267,40124
563834,40124
639053,40124
780581,40124
805345,40124
848913,40124
899530,40124
920994,40124
71209,40230
94764,40230
233066,40230
379125,40230
451296,40230
531986,40230
615119,40230
290812,40294
325459,40294
755156,40294
895136,40294
617196,40501
5441,40648
22124,40648
98465,40648
406294,40648
446509,40648
490952,40648
561105,40648
607053,40648
741177,40648
928351,40648
7920,40743
75747,40743
139026,40743
184043,40743
312353,40743
346336,40743
357406,40743
418740,40743
490004,40743
509223,40743
574772,40743
577627,40743
604852,40743
771438,40743
799771,40743
562304,40922
747445,40922
840402,40922
9084,41283
22124,41283
69534,41283
70800,41283
84209,41283
84814,41283
165663,41283
170381,41283
182598,41283
222436,41283
260206,41283
371258,41283
424244,41283
465562,41283
490004,41283
500992,41283
540883,41283
574772,41283
749970,41283
858827,41283
987621,41283
237205,41420
46699,41874
120521,41874
171637,41874
265456,41874
491220,41874
538677,41874
754032,41874
66915,41899
120521,41899
754032,41899
894465,41899
772745,41976
354105,42234
617196,42234
26520,42589
34899,42589
65590,42589
124492,42589
326249,42589
346336,42589
358820,42589
645612,42589
752314,42589
754032,42589
755494,42589
758444,42589
790814,42589
850692,42589
920101,42589
46699,42993
66915,42993
213165,42993
265456,42993
418955,42993
424296,42993
631774,42993
754032,42993
761706,42993
84209,43348
192382,43348
96613,43520
177060,43520
187478,43520
345355,43520
625739,43520
758943,43520
41874,43714
46699,43714
87985,43714
174557,43714
180228,43714
538677,43714
582313,43714
754032,43714
785611,43714
852007,43714
894465,43714
110161,44068
58549,44663
159214,44663
636433,44663
758208,44663
3170,44751
136871,44751
754032,44751
5882,44764
33560,44764
41874,44764
418955,44764
469286,44764
491220,44764
531986,44764
774791,44764
840402,44764
852855,44764
866786,44764
868306,44764
894465,44764
926548,44764
96613,44776
158309,44776
177060,44776
345355,44776
758943,44776
936190,44776
5953,44906
51376,44906
114342,44906
118327,44906
233066,44906
253142,44906
290812,44906
364399,44906
418740,44906
487186,44906
562304,44906
747445,44906
756740,44906
838272,44906
926548,44906
988638,44906
187478,44994
744265,44994
543055,45313
354733,45379
5953,45475
36537,45475
89021,45475
138699,45475
139026,45475
146544,45475
152312,45475
187478,45475
192382,45475
238440,45475
240865,45475
260206,45475
295756,45475
354105,45475
805785,45475
831381,45475
858827,45475
76057,45560
138699,45560
139026,45560
148355,45560
223627,45560
238440,45560
295756,45560
346336,45560
354105,45560
388198,45560
506513,45560
615119,45560
645612,45560
672011,45560
685647,45560
769444,45560
776011,45560
790814,45560
790820,45560
798606,45560
806829,45560
837486,45560
863790,45560
100160,46120
112462,46120
489303,46120
577627,46120
751019,46120
754032,46120
894465,46120
925181,46120
44764,46381
183858,46381
481057,46381
531986,46381
809266,46381
46925,46429
333464,46429
961234,46429
120521,46460
824022,46460
140499,46527
219483,46527
290812,46527
364399,46527
751604,46527
755156,46527
769444,46527
798606,46527
895136,46527
948557,46527
174557,46626
796734,46626
180228,46699
241813,46699
13387,46794
66915,46794
83554,46794
103484,46794
177060,46794
270491,46794
492331,46794
683686,46794
754032,46794
754251,46794
781370,46794
350840,46814
12472,46925
41899,46925
137474,46925
174557,46925
394806,46925
595101,46925
628981,46925
11707,47033
38977,47033
41874,47033
199995,47033
217622,47033
224638,47033
253142,47033
270491,47033
300024,47033
336783,47033
502163,47033
531986,47033
617196,47033
754032,47033
809266,47033
842802,47033
852855,47033
38490,47789
46699,47789
224186,47789
313284,47789
325459,47789
379125,47789
530745,47789
612716,47789
631774,47789
812046,47789
894465,47789
939567,47789
305363,48061
317545,48061
583618,48061
585574,48061
766078,48061
852688,48061
290812,48123
478426,48123
489999,48123
748222,48123
333464,48126
1098,48265
7920,48265
36521,48265
37730,48265
323194,48265
357406,48265
509223,48265
572737,48265
574772,48265
626463,48265
680476,48265
20050,48566
29909,48566
51992,48566
52382,48566
58372,48566
72041,48566
75100,48566
85776,48566
120521,48566
131627,48566
139026,48566
154548,48566
170369,48566
193216,48566
224294,48566
293896,48566
312353,48566
313284,48566
339490,48566
379125,48566
489303,48566
574772,48566
604852,48566
612716,48566
690254,48566
745964,48566
754032,48566
767068,48566
805661,48566
816387,48566
817369,48566
835894,48566
838524,48566
845625,48566
891264,48566
892823,48566
894465,48566
943936,48566
239921,48587
852855,48587
359062,48806
5441,48811
22124,48811
35587,48811
192338,48811
219966,48811
223197,48811
561105,48811
607053,48811
771438,48811
779670,48811
813946,48811
885375,48811
1098,49026
37730,49026
178906,49026
215058,49026
219203,49026
270667,49026
357406,49026
413524,49026
521851,49026
58549,49062
61172,49062
105354,49062
146490,49062
152023,49062
154544,49062
243008,49062
258430,49062
335747,49062
521851,49062
757342,49062
771905,49062
808944,49062
354105,49367
183858,49374
199995,49374
229157,49374
233066,49374
418740,49374
531986,49374
645612,49374
809266,49374
840402,49374
842802,49374
852855,49374
926548,49374
100160,49797
139026,49797
293896,49797
423267,49797
489303,49797
754032,49797
830538,49797
894465,49797
89021,50034
187478,50034
240865,50034
354105,50034
582930,50034
842611,50034
22928,50251
66915,50251
75100,50251
85776,50251
130932,50251
139026,50251
170369,50251
177060,50251
339577,50251
346336,50251
354105,50251
379125,50251
540883,50251
569914,50251
604852,50251
745964,50251
754032,50251
755519,50251
806829,50251
840402,50251
894465,50251
940583,50251
946137,50251
962339,50251
988440,50251
5441,50493
22124,50493
134729,50493
182598,50493
359326,50493
446509,50493
485135,50493
490952,50493
501407,50493
562304,50493
741746,50493
771438,50493
931105,50493
58372,50588
100160,50588
139026,50588
489303,50588
574772,50588
596126,50588
604852,50588
754032,50588
894465,50588
48566,50967
52382,50967
170369,50967
745964,50967
140499,51066
100160,51376
232564,51376
257544,51376
345427,51376
346336,51376
404345,51376
417607,51376
418740,51376
500664,51376
562304,51376
573870,51376
631774,51376
645612,51376
754032,51376
763301,51376
840402,51376
843607,51376
988638,51376
75591,51603
186185,51603
237205,51603
325401,51603
374126,51603
664817,51603
28772,51909
38936,51909
41874,51909
42993,51909
57209,51909
174557,51909
213165,51909
330575,51909
541125,51909
642542,51909
754032,51909
784760,51909
5882,51992
41874,51992
64303,51992
100160,51992
135032,51992
314600,51992
379125,51992
483587,51992
489303,51992
531986,51992
577627,51992
596126,51992
631774,51992
754032,51992
785611,51992
807121,51992
840402,51992
852007,51992
894465,51992
939567,51992
5882,52093
127337,52093
137390,52093
183858,52093
404434,52093
531986,52093
678339,52093
754032,52093
809266,52093
852855,52093
38490,52382
66915,52382
112462,52382
194703,52382
631774,52382
817369,52382
894465,52382
988440,52382
41874,52900
66915,52900
213165,52900
754032,52900
519637,53221
174557,53739
177060,53739
418955,53739
670088,53739
101701,55778
184267,55778
759491,55778
634377,56193
758208,56193
66915,57124
354105,57124
894465,57124
8828,57151
628467,57151
765595,57151
813731,57151
922728,57151
41874,57209
642542,57209
809266,57497
249973,57636
420539,57636
41874,57840
180228,57840
66915,58372
120521,58372
162233,58372
182900,58372
423267,58372
489303,58372
489676,58372
793988,58372
894465,58372
51992,58386
100160,58386
182598,58386
359016,58386
379125,58386
531986,58386
625736,58386
754032,58386
840402,58386
926548,58386
177060,58438
354105,58438
38490,58549
66915,58549
100160,58549
138520,58549
180228,58549
194018,58549
194703,58549
204708,58549
232564,58549
292915,58549
307461,58549
394806,58549
538677,58549
543055,58549
615119,58549
620121,58549
631774,58549
642542,58549
668302,58549
670088,58549
751019,58549
754032,58549
776562,58549
816900,58549
852007,58549
894465,58549
987491,58549
988440,58549
28432,58934
38579,58934
49374,58934
52093,58934
61172,58934
70800,58934
128440,58934
131650,58934
183858,58934
206241,58934
229157,58934
239921,58934
249973,58934
296903,58934
334193,58934
566918,58934
