influencer_name,follower_name
Horace Silver,The J.B.'s
Wynton Kelly,McCoy Tyner
Oscar Peterson,Jamie Cullum
Louis Jordan,The J.B.'s
Miles Davis,The J.B.'s
Cannonball Adderley,The J.B.'s
Nat King Cole,Lou Rawls
Jaco Pastorius,Wayman Tisdale
Nat King Cole,Jamie Cullum
Art Blakey,The J.B.'s
Diana Krall,Jamie Cullum
Marcus Miller,Wayman Tisdale
Fourplay,Wayman Tisdale
Charlie Barnet,Brian Setzer
Najee,Wayman Tisdale
Louis Prima,Brian Setzer
Gil Evans,McCoy Tyner
Ben Webster,Charlie Parker
McCoy Tyner,Chick Corea
Sun Ra,Chick Corea
Ahmad Jamal,Horace Parlan
Bill Evans,Marian McPartland
Oscar Peterson,Marian McPartland
Max Roach,Bob Moses
Roy Haynes,Bob Moses
Andrew Hill,Bob Moses
Charles Mingus,Bob Moses
Ray Brown,"Bobby ""Blue"" Bland"
Bill Evans,Chick Corea
Miles Davis,Bob Moses
Thelonious Monk,Bob Moses
Gil Evans,Bob Moses
Sun Ra,Lightning Bolt
Art Pepper,Charlie Haden
Ornette Coleman,Charlie Haden
Stan Getz,Chick Corea
Bud Powell,Horace Parlan
Bud Powell,Chick Corea
Thelonious Monk,Chick Corea
Barney Kessel,Charlie Parker
Illinois Jacquet,Charlie Parker
Roy Eldridge,Charlie Parker
Lester Young,Charlie Parker
Jay McShann,Charlie Parker
Don Byas,Charlie Parker
Roy Eldridge,Lennie Tristano
Wes Montgomery,Larry Carlton
Wes Montgomery,Peter Frampton
Bud Powell,Lennie Tristano
John Lewis,Horace Parlan
Horace Silver,Horace Parlan
Erroll Garner,Horace Parlan
Duke Jordan,Horace Parlan
Ahmad Jamal,Chick Corea
Les McCann,Chick Corea
Horace Silver,Chick Corea
Miles Davis,Chick Corea
Hampton Hawes,Charlie Haden
Art Blakey,Philly Joe Jones
Louis Jordan,Joe Cuba
Max Roach,Philly Joe Jones
Bud Powell,Wynton Kelly
Oscar Peterson,Wynton Kelly
Chuck Mangione,Kenny G
Bob James,Kenny G
Ahmad Jamal,Wynton Kelly
Spyro Gyra,Kenny G
Oscar Peterson,Bob James
David Sanborn,Kenny G
Quincy Jones,Bob James
Charlie Christian,Kenny Burrell
Quincy Jones,HONNE
Nat King Cole,Sam Cooke
The Crusaders,Pieces of a Dream
Roy Eldridge,Willie Mitchell
Weather Report,Yellowjackets
Chick Corea,Yellowjackets
Red Garland,Wynton Kelly
Louis Jordan,Prince Buster
John Coltrane,Ian Dury
George Shearing,Bob James
Wynton Kelly,Bob James
Herbie Mann,Dave Grusin
Pharoah Sanders,The Stooges
Charlie Christian,T-Bone Walker
Nat King Cole,Billy Paul
Cab Calloway,T-Bone Walker
Charlie Parker,The Modern Jazz Quartet
Andrew Hill,Keith Jarrett
Bunny Berigan,Willie Mitchell
Gene Ammons,Kenny Burrell
George Benson,Kem
Johnny Smith,Kenny Burrell
Louis Jordan,Big Maybelle
Dave Brubeck,Bob James
Gene Harris,Bob James
Bill Evans,Bob James
Barney Kessel,Kenny Burrell
David Sanborn,Richard Elliot
Jimmy Raney,Kenny Burrell
John Coltrane,John McLaughlin
Miles Davis,Ian Dury
Miles Davis,John McLaughlin
Stan Getz,Tony Bennett
Weather Report,Sting
Pat Metheny,Sting
Lalo Schifrin,Jerry Goldsmith
John McLaughlin,Steve Vai
Vince Guaraldi,Leon Redbone
Nat King Cole,Rosemary Clooney
The Last Poets,Rage Against the Machine
Sun Ra,Pharoah Sanders
Don Cherry,Pharoah Sanders
James Moody,Pharoah Sanders
Harold Land,Pharoah Sanders
Albert Ayler,Pharoah Sanders
Ornette Coleman,Pharoah Sanders
Charlie Parker,Pharoah Sanders
Charles Mingus,Rahsaan Roland Kirk
John Coltrane,Pharoah Sanders
Raymond Scott,Jerry Goldsmith
Charlie Parker,Tony Bennett
Dizzy Gillespie,Tony Bennett
Terry Gibbs,Alice Coltrane
Cannonball Adderley,Ian Dury
John Coltrane,Hawkwind
Louis Prima,David Lee Roth
Roy Haynes,Idris Muhammad
Louis Jordan,King Curtis
Illinois Jacquet,King Curtis
Bill Evans,Wynton Kelly
Jimmy Smith,Colosseum
George Duke,T-Connection
Bill Evans,John McLaughlin
"Grover Washington, Jr.",Kem
"Grover Washington, Jr.",Pieces of a Dream
George Duke,Pieces of a Dream
Hubert Laws,Pieces of a Dream
Tal Farlow,John McLaughlin
Fats Navarro,Willie Mitchell
Charlie Christian,Joe Pass
Dave Brubeck,The Modern Jazz Quartet
Barney Kessel,John McLaughlin
Bill Evans,Dave Grusin
Bola Sete,John Fahey
Sun Ra,The Stooges
Kenny Dorham,Chet Baker
Miles Davis,Richard Hell
Quincy Jones,Bobby Womack
Cannonball Adderley,Phil Woods
Lennie Tristano,Phil Woods
Charlie Parker,Phil Woods
Charlie Barnet,Phil Woods
Wynton Marsalis,Nicholas Payton
Freddie Hubbard,Nicholas Payton
Fats Navarro,Nicholas Payton
Clifford Brown,Nicholas Payton
Roy Eldridge,Nicholas Payton
Lee Morgan,Nicholas Payton
Charlie Parker,Ray Brown
Donald Byrd,Nicholas Payton
Les McCann,Bob James
B̩la Fleck,Rhonda Vincent
Miles Davis,Chet Baker
Nat King Cole,Chet Baker
Lester Young,Chet Baker
Zoot Sims,Chet Baker
Herbie Hancock,Norman Connors
Art Blakey,Norman Connors
Tony Williams,Norman Connors
Miles Davis,Norman Connors
Max Roach,Norman Connors
Quincy Jones,Norman Connors
Pharoah Sanders,Norman Connors
Charlie Parker,Norman Connors
Horace Silver,Bob James
Elvin Jones,Norman Connors
Kenny Clarke,Philly Joe Jones
Lester Young,Ray Brown
Philly Joe Jones,Willie Bobo
Cannonball Adderley,Willie Bobo
Charlie Christian,Chet Atkins
Clark Terry,Chet Baker
Dizzy Gillespie,Chet Baker
Stanley Clarke,Marcus Miller
John Coltrane,Norman Connors
Roy Eldridge,Ray Brown
Ramsey Lewis,Bob James
Erroll Garner,Dave Grusin
Herbie Hancock,Collin Walcott
Elvin Jones,Collin Walcott
Charlie Parker,Ray Barretto
Tuck & Patti,Kindred the Family Soul
Gato Barbieri,Ray Barretto
Dizzy Gillespie,Ray Barretto
Dizzy Gillespie,Joe Cuba
"Grover Washington, Jr.",Najee
Stan Getz,Najee
George Duke,Najee
Michel Legrand,Barbra Streisand
Miles Davis,Bob Dorough
Charlie Parker,Bob Dorough
Chet Baker,Bob Dorough
Bud Powell,McCoy Tyner
Art Blakey,Ray Barretto
Dave Brubeck,Hella
B̩la Fleck,The String Cheese Incident
Tal Farlow,Bola Sete
Ahmad Jamal,Keith Jarrett
Miles Davis,Keith Jarrett
Benny Golson,Dave Grusin
Sun Ra,George Clinton
Miles Davis,Hawkwind
Harry James,Willie Mitchell
Charlie Christian,Bola Sete
John Coltrane,The Last Poets
Archie Shepp,The Last Poets
Albert Ayler,The Last Poets
Nat King Cole,Dave Grusin
Weather Report,The String Cheese Incident
Barney Kessel,Bola Sete
Dave Brubeck,Keith Jarrett
Art Blakey,Keith Jarrett
McCoy Tyner,Keith Jarrett
Bill Evans,Keith Jarrett
Paul Bley,Keith Jarrett
Bud Powell,Keith Jarrett
Ornette Coleman,Keith Jarrett
Billy Strayhorn,Rufus Wainwright
Ramsey Lewis,Mr. Scruff
Charles Lloyd,Lonnie Liston Smith
Louis Jordan,Nappy Brown
Charlie Parker,"Lambert, Hendricks & Ross"
Larry Carlton,Robben Ford
Chet Baker,Elvis Costello
Cal Tjader,Gary Burton
Stan Getz,Gary Burton
Bill Evans,Gary Burton
McCoy Tyner,Gary Burton
Herbie Hancock,Return to Forever
Roy Eldridge,Kenny Clarke
John Coltrane,Grant Green
Charlie Parker,Grant Green
Wes Montgomery,Grant Green
Barney Kessel,Grant Green
Tal Farlow,Grant Green
Charlie Christian,Grant Green
Stan Kenton,Deodato
Gil Evans,Deodato
John Coltrane,Robben Ford
"Medeski, Martin & Wood",moe.
Max Roach,Kenny Clarke
Wes Montgomery,Robben Ford
Quincy Jones,Jon Hendricks
Cab Calloway,Johnny Hartman
Nat King Cole,Jon Hendricks
Spyro Gyra,Allan Holdsworth
Charlie Parker,Jon Hendricks
Dizzy Gillespie,Jon Hendricks
George Russell,Return to Forever
Louis Jordan,"Johnny ""Guitar"" Watson"
Ornette Coleman,Return to Forever
Miles Davis,Return to Forever
Andrew Hill,Woody Shaw
Wes Montgomery,Mahavishnu Orchestra
John Coltrane,Mahavishnu Orchestra
Louis Jordan,Jon Hendricks
Charlie Christian,Richard Thompson
John Coltrane,Deodato
Miles Davis,Betty Davis
Duke Jordan,Kenny Drew
Miles Davis,Deodato
Miles Davis,Chris Botti
John Coltrane,McCoy Tyner
Hank Mobley,Christian McBride
Herbie Hancock,Christian McBride
Bunny Berigan,Woody Shaw
Ahmad Jamal,Jack DeJohnette
Spyro Gyra,Christian McBride
Jaco Pastorius,Christian McBride
Barney Kessel,Larry Carlton
Charlie Christian,Larry Carlton
Duke Jordan,Carl Perkins
Nat King Cole,Carl Perkins
John Lewis,Carl Perkins
Bud Powell,Carl Perkins
B̩la Fleck,Scott Nygaard
Nat King Cole,Julio Iglesias
Lalo Schifrin,Salaam Remi
Dizzy Gillespie,Helmet
Joe Henderson,Christian McBride
Art Blakey,Christian McBride
Freddie Hubbard,Christian McBride
Booker Little,Lee Morgan
Clifford Brown,Christian McBride
George Benson,John Abercrombie
John McLaughlin,John Abercrombie
Lee Morgan,Christian McBride
Jean-Luc Ponty,Christian McBride
Weather Report,Christian McBride
Scott LaFaro,Christian McBride
Ron Carter,Christian McBride
Dizzy Gillespie,"Orlando ""Cachaito"" Lopez"
Max Roach,Jon Hendricks
Ray Brown,Christian McBride
Milt Hinton,Christian McBride
Dave Holland,Christian McBride
Charlie Haden,Christian McBride
Gary Burton,Christian McBride
Stanley Clarke,Christian McBride
Percy Heath,John Entwistle
Ray Brown,John Entwistle
Paul Chambers,Christian McBride
Miles Davis,Christian McBride
John Coltrane,Helmet
Gil Evans,Jon Hendricks
Art Blakey,Jon Hendricks
Kenny Burrell,George Benson
Larry Carlton,Stanley Jordan
Max Roach,Stan Levey
Hugh Masekela,Ladysmith Black Mambazo
Bob James,Boney James
Phil Woods,Gary Bartz
Nat King Cole,Joe Williams
Bobby Hutcherson,Gary Burton
Ahmad Jamal,Gary Burton
Milt Jackson,Gary Burton
Dave Grusin,Thomas Newman
Ben Webster,Johnny Griffin
Lester Young,Johnny Griffin
Manu Dibango,Ladysmith Black Mambazo
Charlie Parker,Johnny Griffin
Bunny Berigan,Hugh Masekela
Art Farmer,Hugh Masekela
Charlie Parker,Clifford Brown
John Coltrane,Johnny Griffin
Horace Silver,Mulgrew Miller
Benny Golson,Mulgrew Miller
Sonny Rollins,Pharoah Sanders
Jimmy Raney,Tal Farlow
Dizzy Gillespie,Tito Puente
Stan Kenton,Tito Puente
Woody Herman,Tito Puente
Chick Corea,Mulgrew Miller
Fats Navarro,Clifford Brown
Miles Davis,Clifford Brown
Hank Jones,Mulgrew Miller
Roy Eldridge,Clifford Brown
Dizzy Gillespie,Clifford Brown
Dave Koz,Josh Groban
Miles Davis,Widespread Panic
Nat King Cole,Harry Belafonte
Kenny Clarke,Max Roach
Roy Ayers,Soul II Soul
Chet Baker,Marcos Valle
Johnny Griffin,Mulgrew Miller
Don Byas,Johnny Griffin
Gene Ammons,Johnny Griffin
Louis Jordan,Hugh Masekela
Mose Allison,Elvis Costello
Donald Byrd,Boney James
Sonny Rollins,Gary Bartz
Sonny Stitt,Gary Bartz
Jackie McLean,Gary Bartz
John Coltrane,Gary Bartz
Charlie Parker,Gary Bartz
Miles Davis,Gary Bartz
John Klemmer,Boney James
Oscar Peterson,Kenny Drew
John Lewis,Kenny Drew
Horace Silver,Kenny Drew
Charlie Christian,Howard Roberts
Erroll Garner,Johnny Hartman
Tony Williams,Return to Forever
Bill Evans,Liz Story
Paul Bley,Liz Story
Nat King Cole,Johnny Adams
David Sanborn,Boney James
George Benson,Boney James
Cannonball Adderley,Gary Bartz
Charlie Parker,Hugh Masekela
Nat King Cole,Lamont Dozier
Bud Powell,Kenny Drew
Dizzy Gillespie,Hugh Masekela
Woody Shaw,Hugh Masekela
Hampton Hawes,Kenny Drew
Lou Donaldson,Gary Bartz
Art Pepper,Gary Bartz
Gigi Gryce,Jon Hendricks
John Coltrane,John Abercrombie
Fourplay,Chris Botti
"Grover Washington, Jr.",Chris Botti
Sonny Rollins,John Abercrombie
Dave Koz,Chris Botti
"Grover Washington, Jr.",Boney James
Hugh Masekela,Boney James
Herbie Mann,Boney James
Roy Ayers,Boney James
Woody Shaw,Chris Botti
Louis Jordan,Little Richard
Stan Kenton,John Barry
Gil Evans,John Barry
Elvin Jones,Cream
Charlie Watts,Peter Criss
Jimmy McPartland,Ruby Braff
Bunny Berigan,Ruby Braff
Alice Coltrane,Four Tet
John Coltrane,Four Tet
Miles Davis,Manu Dibango
Lester Young,Lonnie Liston Smith
Charlie Haden,Jaco Pastorius
Charlie Parker,Jaco Pastorius
Gil Evans,Zoot Sims
Stan Kenton,Zoot Sims
Louis Prima,Acker Bilk
Clark Terry,Quincy Jones
Benny Golson,Quincy Jones
Dizzy Gillespie,Quincy Jones
Stan Kenton,Johnny Otis
Louis Jordan,Bo Diddley
Cab Calloway,Johnny Otis
Art Blakey,Manu Dibango
Dizzy Gillespie,Nat Adderley
John Coltrane,Jaco Pastorius
George Benson,Fourplay
Erroll Garner,Liberace
Miles Davis,Four Tet
Nat King Cole,"Bobby ""Blue"" Bland"
George Duke,Sports
John Coltrane,Chris Whitley
Barney Kessel,Tal Farlow
Bud Powell,Harold Land
Charlie Parker,Harold Land
Return to Forever,Azymuth
Weather Report,Azymuth
The Crusaders,Azymuth
The Headhunters,Azymuth
Charlie Parker,Manu Dibango
George Shearing,Liberace
Clark Terry,Nat Adderley
Miles Davis,Nat Adderley
Billy Strayhorn,Quincy Jones
Miles Davis,Quincy Jones
Cab Calloway,J.B. Lenoir
Cannonball Adderley,Jaco Pastorius
Sonny Stitt,Zoot Sims
Stan Kenton,Jaco Pastorius
Paul Bley,Jaco Pastorius
Mose Allison,The Who
Herbie Hancock,Jaco Pastorius
Kirk Whalum,Eric Darius
"Grover Washington, Jr.",Eric Darius
Miles Davis,Fourplay
Return to Forever,Fourplay
Herbie Mann,Fourplay
Herbie Hancock,Fourplay
Lester Young,Zoot Sims
Al Cohn,Zoot Sims
Artie Shaw,Zoot Sims
Billy Cobham,Massive Attack
Cab Calloway,Nappy Brown
Cecil Taylor,Lonnie Liston Smith
Sun Ra,Lonnie Liston Smith
Max Roach,Jaco Pastorius
McCoy Tyner,Lonnie Liston Smith
Al Cohn,Quincy Jones
Louis Jordan,Chubby Checker
Charlie Parker,Herbie Mann
Dizzy Gillespie,Herbie Mann
Chet Baker,Carpenters
Lou Donaldson,Cannonball Adderley
Quincy Jones,Nightmares on Wax
Nat King Cole,The Manhattans
John Coltrane,Lonnie Liston Smith
Shelly Manne,Mel Lewis
Max Roach,Mel Lewis
Gil Evans,Quincy Jones
Louis Jordan,J.B. Lenoir
Les McCann,Alex Bugnon
Lalo Schifrin,Massive Attack
Miles Davis,Lonnie Liston Smith
Jimmy Smith,Lonnie Liston Smith
Ron Carter,Jaco Pastorius
Nat King Cole,Lionel Richie
George Duke,Daft Punk
Bob James,Lonnie Liston Smith
Sun Ra,NRBQ
Miles Davis,Radiohead
Booker Little,Woody Shaw
Tal Farlow,John Abercrombie
Barney Kessel,John Abercrombie
Bill Evans,John Abercrombie
Jim Hall,John Abercrombie
Wes Montgomery,John Abercrombie
Chuck Mangione,Chris Botti
Kenny G,Chris Botti
Chet Baker,Chris Botti
David Sanborn,Chris Botti
George Benson,Chris Botti
Pat Martino,John Abercrombie
Dizzy Gillespie,Woody Shaw
John Coltrane,Woody Shaw
Sun Ra,Kraftwerk
Louis Jordan,Jack DeJohnette
Don Byas,Ike Quebec
Max Roach,Jack DeJohnette
Stan Getz,Ike Quebec
Jackie McLean,Woody Shaw
Charlie Christian,B.B. King
John Coltrane,Roger McGuinn
Chet Baker,John Barry
Louis Jordan,B.B. King
Lester Young,B.B. King
Quincy Jones,Michael Jackson
Sonny Rollins,Christian McBride
Miles Davis,Helmet
Dizzy Gillespie,Jack DeJohnette
Elvin Jones,Jack DeJohnette
Charlie Parker,Jack DeJohnette
Donald Byrd,Woody Shaw
Jack McDuff,Big John Patton
Cab Calloway,Billy Eckstine
Horace Silver,Big John Patton
Hampton Hawes,Big John Patton
Wynton Kelly,Big John Patton
Ben Webster,Ike Quebec
Miles Davis,Jack DeJohnette
Tony Williams,Jack DeJohnette
Philly Joe Jones,Jack DeJohnette
Sun Ra,Four Tet
Buck Clayton,Ruby Braff
Bobby Hackett,Ruby Braff
Charlie Parker,Lee Konitz
Lennie Tristano,Lee Konitz
Thelonious Monk,NRBQ
Quincy Jones,Brian McKnight
Lester Young,Lee Konitz
Mahavishnu Orchestra,Return to Forever
Chick Corea,Fourplay
Frankie Carle,Liberace
Cab Calloway,Big Bad Voodoo Daddy
Mahavishnu Orchestra,Fourplay
Louis Jordan,Big Bad Voodoo Daddy
Louis Prima,Big Bad Voodoo Daddy
Gil Evans,Lee Konitz
Stan Kenton,Lee Konitz
Tadd Dameron,Sun Ra
Ben Webster,Hank Crawford
Kenny Burrell,Mahavishnu Orchestra
Charles Lloyd,John Abercrombie
Dizzy Gillespie,Lee Morgan
Nat King Cole,The Jackson 5
Dexter Gordon,Lee Morgan
Horace Silver,Lee Morgan
Roy Eldridge,Lee Morgan
Miles Davis,Lee Morgan
George Russell,Gil Evans
Billy Strayhorn,Gil Evans
Weather Report,Fourplay
Blue Mitchell,Lee Morgan
Erskine Hawkins,Gil Evans
Clifford Brown,Lee Morgan
Fats Navarro,Lee Morgan
Art Blakey,Lee Morgan
Miles Davis,Woody Shaw
Horace Silver,Woody Shaw
Wayne Shorter,Woody Shaw
Lee Morgan,Woody Shaw
Kenny Dorham,Lee Morgan
Don Byas,Rahsaan Roland Kirk
Charles Mingus,Davy Graham
Nat King Cole,Percy Sledge
Charlie Parker,Charles Mingus
Lester Young,Vassar Clements
Erskine Hawkins,Charles Mingus
Kenny Burrell,Tuck & Patti
Kenny G,Tuck & Patti
Charlie Christian,Charlie Byrd
Dave Brubeck,Brad Mehldau
Chet Baker,Georgie Fame
Ahmad Jamal,Red Garland
Sun Ra,The Olivia Tremor Control
Artie Shaw,Stan Kenton
Mose Allison,Steely Dan
John Coltrane,Tom Scott
Stanley Turrentine,Charlie Hunter
Gerry Mulligan,"Blood, Sweat & Tears"
Miles Davis,Herb Alpert
Gerry Mulligan,Bob Brookmeyer
Lennie Tristano,Charles Mingus
Miles Davis,"Blood, Sweat & Tears"
Miles Davis,David Gilmour
Miles Davis,Vassar Clements
Dr. Lonnie Smith,Jimmy Castor
Milt Hinton,Stanley Clarke
J.J. Johnson,Kai Winding
Carl Perkins,Les McCann
Lalo Schifrin,Thievery Corporation
Miles Davis,Stanley Clarke
St̩phane Grappelli,Vassar Clements
Ray Brown,Stanley Clarke
Ron Carter,Stanley Clarke
Chuck Mangione,Tuck & Patti
John Coltrane,Charles Lloyd
Scott LaFaro,Stanley Clarke
Charlie Haden,Stanley Clarke
John Coltrane,Stanley Clarke
Les Brown,Vassar Clements
Charles Mingus,Stanley Clarke
Artie Shaw,Vassar Clements
Nat King Cole,Marvin Gaye
Charlie Christian,Herb Ellis
Louis Jordan,The Coasters
Stan Kenton,Steely Dan
Max Roach,Lenny White
Charlie Christian,Ernest Ranglin
John Lewis,Mal Waldron
Miles Davis,Lenny White
Thelonious Monk,Mal Waldron
Charlie Parker,Steely Dan
Mose Allison,Leon Russell
Bud Powell,Mal Waldron
Ornette Coleman,Lou Reed
Miles Davis,Bill Frisell
Horace Silver,Steely Dan
Bud Powell,Red Garland
Nat King Cole,Ray Charles
Charlie Christian,Derek Trucks
Nat King Cole,Little Anthony & the Imperials
Tony Williams,Lenny White
Hank Jones,Red Garland
Elvin Jones,Lenny White
Stan Getz,Herb Alpert
Thad Jones,"Blood, Sweat & Tears"
Gil Evans,Bob Brookmeyer
George Benson,John Scofield
Kenny Burrell,Stanley Jordan
Ray Brown,Dave Holland
Wes Montgomery,Bill Frisell
Bill Frisell,Charlie Hunter
Tuck & Patti,Jane Monheit
Quincy Jones,Craig Armstrong
Diana Krall,Jane Monheit
Paul Chambers,Stanley Clarke
Eric Dolphy,Dave Holland
Art Blakey,Ray Charles
Woody Herman,Mel Lewis
J.J. Johnson,Bob Brookmeyer
Miles Davis,Red Garland
Miles Davis,The Mars Volta
Return to Forever,The Mars Volta
Max Roach,Art Blakey
Bill Evans,Bob Brookmeyer
Maynard Ferguson,"Blood, Sweat & Tears"
Woody Herman,Stan Kenton
Bill Evans,Stanley Clarke
Harry James,Vassar Clements
Mahavishnu Orchestra,Bill Bruford
Chico Hamilton,Georgie Fame
Jimmy Smith,Georgie Fame
Lou Donaldson,Georgie Fame
Benny Golson,Jackie McLean
Sonny Rollins,Jackie McLean
Elvin Jones,Bill Bruford
Cal Tjader,Thievery Corporation
Charlie Parker,Jackie McLean
Mose Allison,Georgie Fame
John Coltrane,Spirit
Ornette Coleman,Jackie McLean
Chuck Mangione,Michael Bubl̩
Nat King Cole,Natalie Cole
Tal Farlow,John Scofield
Erroll Garner,Bobby Short
Nat King Cole,Bobby Short
"Lambert, Hendricks & Ross",Georgie Fame
Pat Martino,John Scofield
Dizzy Gillespie,Jackie McLean
Dave Koz,Michael Bubl̩
Charles Mingus,Paul Bley
Harry James,Dean Martin
Nat King Cole,The O'Jays
Chet Baker,Jackie Paris
Jess Stacy,Lee Wiley
Harry James,Al Hirt
Roy Eldridge,Al Hirt
Kenny Burrell,Russell Malone
George Benson,Russell Malone
Wes Montgomery,Russell Malone
Dizzy Gillespie,James Brown
Buddy Collette,Charles Mingus
Miles Davis,Spiritualized
Ornette Coleman,Spiritualized
Dexter Gordon,Jackie McLean
John Coltrane,Jackie McLean
Billy Cobham,Bill Bruford
Ben Webster,Gerry Mulligan
Miles Davis,Spirit
Lester Young,Billie Holiday
Bud Powell,Jackie McLean
Larry Carlton,Tuck & Patti
Slam Stewart,Erroll Garner
Ahmad Jamal,Les McCann
Charlie Christian,Jimi Hendrix
Bill Evans,Robert Glasper Experiment
George Shearing,Martin Denny
Lester Young,King Pleasure
Herbie Hancock,Robert Glasper Experiment
Billy Strayhorn,Sarah Vaughan
John Coltrane,Michal Urbaniak
Jan Garbarek,Laraaji
George Benson,Acoustic Alchemy
Dizzy Gillespie,The Dirty Dozen Brass Band
The Dirty Dozen Brass Band,North Mississippi Allstars
Archie Shepp,Jan Garbarek
Lester Young,Charles Lloyd
Louis Jordan,Nat King Cole
Thelonious Monk,Robert Glasper Experiment
Diana Krall,Rene̩ Olstead
Ahmad Jamal,Robert Glasper Experiment
Miles Davis,Quicksilver Messenger Service
Tex Beneke,Henry Mancini
John Coltrane,Jimi Hendrix
Lester Young,Jackie McLean
Chico Hamilton,Thievery Corporation
Jimmy Smith,Russell Malone
Stanley Jordan,Tuck & Patti
Howard Roberts,Lee Ritenour
Wes Montgomery,Lee Ritenour
Gil Evans,John Scofield
Cannonball Adderley,Charles Lloyd
Slam Stewart,Charles Mingus
Nat King Cole,Gloria Gaynor
Joe Pass,Lee Ritenour
George Benson,Lee Ritenour
Andrew Hill,Robert Glasper Experiment
John Coltrane,Quicksilver Messenger Service
Keith Jarrett,Robert Glasper Experiment
Chick Corea,Robert Glasper Experiment
Ben Webster,Charles Lloyd
Nat King Cole,Dean Martin
Philly Joe Jones,Lenny White
Ornette Coleman,Bill Frisell
Kenny Clarke,Jimmy Cobb
Ben Webster,Joe Lovano
Miles Davis,The Blue Nile
Albert Ayler,Joe Lovano
Gato Barbieri,Joe Lovano
Dick Hyman,Mannheim Steamroller
John Coltrane,Joe Lovano
Shelly Manne,Jimmy Cobb
Gil Evans,Patrice Rushen
Charlie Parker,Al Cohn
St̩phane Grappelli,David Grisman
Tal Farlow,George Benson
Mahavishnu Orchestra,King Crimson
Kenny Burrell,Otis Rush
"Eddie ""Cleanhead"" Vinson",Screamin' Jay Hawkins
John Coltrane,Dave Holland
Svend Asmussen,Jean-Luc Ponty
