Name,Genre
Bobby Brown,R&B;
Boyz II Men,R&B;
Michael Jackson,R&B;
Bill Withers,R&B;
Anita Baker,R&B;
Gladys Knight,R&B;
Darlene Love,R&B;
Tina Turner,R&B;
Doris Troy,R&B;
Ruth Brown,R&B;
Lorraine Ellison,R&B;
Sly & the Family Stone,R&B;
Billy Preston,R&B;
Al Green,R&B;
Commodores,R&B;
Cameo,R&B;
Tammi Terrell,R&B;
Roger,R&B;
Kim Weston,R&B;
Rufus,R&B;
Mary Wells,R&B;
Linda Jones,R&B;
Brandy,R&B;
Jackie Wilson,R&B;
Clarence Carter,R&B;
Ben E. King,R&B;
Eddie Floyd,R&B;
Johnnie Taylor,R&B;
Lou Rawls,R&B;
O.V. Wright,R&B;
Percy Sledge,R&B;
Eddie Hazel,R&B;
Don Covay,R&B;
Soul II Soul,R&B;
Grace Jones,R&B;
Parliament,R&B;
Larry Levan,R&B;
Tom Moulton,R&B;
Donny Hathaway,R&B;
The Staple Singers,R&B;
Smokey Robinson & the Miracles,R&B;
Larry Williams,R&B;
Sam & Dave,R&B;
The Temptations,R&B;
Terry Callier,R&B;
Fats Domino,R&B;
The Marvelettes,R&B;
Joe Tex,R&B;
Babyface,R&B;
Al B. Sure!,R&B;
The O'Jays,R&B;
Roy Hamilton,R&B;
Johnny Ace,R&B;
Patti LaBelle,R&B;
KC & the Sunshine Band,R&B;
Destiny's Child,R&B;
Johnny Maestro,R&B;
The Moonglows,R&B;
The Cadillacs,R&B;
Bobby Womack,R&B;
Roy Brown,R&B;
The Crystals,R&B;
Little Eva,R&B;
Billy Paul,R&B;
Harold Melvin & the Blue Notes,R&B;
Ann Peebles,R&B;
The Flamingos,R&B;
The Clovers,R&B;
The Duprees,R&B;
The Skyliners,R&B;
Barry White,R&B;
Hot Chocolate,R&B;
Gil Scott-Heron,R&B;
Teddy Pendergrass,R&B;
Enchantment,R&B;
Mavis Staples,R&B;
LaVern Baker,R&B;
Jodeci,R&B;
Full Force,R&B;
Montell Jordan,R&B;
P.P. Arnold,R&B;
Shirley Ellis,R&B;
Patti Austin,R&B;
Betty Davis,R&B;
Lamont Dozier,R&B;
Cissy Houston,R&B;
Lalah Hathaway,R&B;
Jamiroquai,R&B;
Ashford & Simpson,R&B;
Willie Mitchell,R&B;
Regina Belle,R&B;
The Undisputed Truth,R&B;
Frankie Lymon,R&B;
Patrice Rushen,R&B;
The Chantels,R&B;
The Spinners,R&B;
Macy Gray,R&B;
The Shirelles,R&B;
Shuggie Otis,R&B;
The Brand New Heavies,R&B;
Incognito,R&B;
Barrett Strong,R&B;
William Bell,R&B;
Bill Doggett,R&B;
Brenton Wood,R&B;
Joe Simon,R&B;
James Carr,R&B;
Toni Braxton,R&B;
Kool & the Gang,R&B;
Wynonie Harris,R&B;
The Coasters,R&B;
Eddie Kendricks,R&B;
Betty Harris,R&B;
Percy Mayfield,R&B;
Little Willie John,R&B;
King Curtis,R&B;
Teddy Riley,R&B;
The Jackson 5,R&B;
The Whispers,R&B;
The Brothers Johnson,R&B;
DeBarge,R&B;
Morris Day,R&B;
Freddie Jackson,R&B;
Luther Vandross,R&B;
Lionel Richie,R&B;
The Penguins,R&B;
Brian McKnight,R&B;
Chuck Willis,R&B;
The Bobbettes,R&B;
Kashif,R&B;
"Earth, Wind & Fire",R&B;
Archie Bell & the Drells,R&B;
Dave Bartholomew,R&B;
Lloyd Price,R&B;
Beverley Knight,R&B;
Jesse Belvin,R&B;
The Meters,R&B;
Johnny Nash,R&B;
Jermaine Jackson,R&B;
The Foundations,R&B;
Dionne Farris,R&B;
Meshell Ndegeocello,R&B;
Rick James,R&B;
Raphael Saadiq,R&B;
Millie Jackson,R&B;
Aaron Neville,R&B;
Deborah Cox,R&B;
Hank Ballard,R&B;
Womack & Womack,R&B;
The Five Stairsteps,R&B;
Sun,R&B;
Loleatta Holloway,R&B;
Monica,R&B;
Aaliyah,R&B;
Xscape,R&B;
Harold Melvin,R&B;
Tony! Toni! TonÃ©!,R&B;
Mint Condition,R&B;
Mickey & Sylvia,R&B;
Peabo Bryson,R&B;
The Manhattans,R&B;
ESG,R&B;
Levi Stubbs,R&B;
Willie Hutch,R&B;
Pharrell Williams,R&B;
Gregory Abbott,R&B;
Ralph Tresvant,R&B;
Chris Kenner,R&B;
Betty Everett,R&B;
Gloria Lynne,R&B;
Tevin Campbell,R&B;
Usher,R&B;
Rufus Thomas,R&B;
"Evelyn ""Champagne"" King",R&B;
Melba Moore,R&B;
Jeffrey Osborne,R&B;
Alexander O'Neal,R&B;
Sylvester,R&B;
George Clinton,R&B;
Zapp,R&B;
Harvey Fuqua,R&B;
Karyn White,R&B;
Diana Ross & the Supremes,R&B;
Billy Ward & the Dominoes,R&B;
Dru Hill,R&B;
Frederick Knight,R&B;
Randy Crawford,R&B;
Angela Bofill,R&B;
Angela Winbush,R&B;
The Chambers Brothers,R&B;
Bohannon,R&B;
SWV,R&B;
Missy Elliott,R&B;
Terence Trent D'Arby,R&B;
Esther Phillips,R&B;
The Friends of Distinction,R&B;
Jimmy Castor,R&B;
Howard Tate,R&B;
Peaches & Herb,R&B;
Maze,R&B;
Color Me Badd,R&B;
Club Nouveau,R&B;
Odyssey,R&B;
ChantÃ© Moore,R&B;
Alicia Keys,R&B;
Cherrelle,R&B;
Jon Secada,R&B;
The Gap Band,R&B;
The Heartbeats,R&B;
MFSB,R&B;
Leon Ware,R&B;
Nile Rodgers,R&B;
Syl Johnson,R&B;
Maceo Parker,R&B;
"Huey ""Piano"" Smith",R&B;
Earl King,R&B;
Tyrone Davis,R&B;
The Contours,R&B;
Keith Washington,R&B;
Johnny Gill,R&B;
Jon B.,R&B;
Vanessa Williams,R&B;
The Silhouettes,R&B;
Danny & the Juniors,R&B;
K.P. & Envyi,R&B;
Salaam Remi,R&B;
ChristiÃ³n,R&B;
Gerald Levert,R&B;
The Chordettes,R&B;
Jocelyn Brown,R&B;
Ashanti,R&B;
Charlie Wilson,R&B;
Howard Hewett,R&B;
Rebirth Brass Band,R&B;
Nate Dogg,R&B;
Ginuwine,R&B;
112,R&B;
Kelly Price,R&B;
Phyllis Hyman,R&B;
Rod Temperton,R&B;
Don Blackman,R&B;
King Floyd,R&B;
The Soul Survivors,R&B;
Martha Wash,R&B;
Lisa Lisa,R&B;
Bernie Worrell,R&B;
Slave,R&B;
El DeBarge,R&B;
The Blackbyrds,R&B;
Edwin Starr,R&B;
James Ingram,R&B;
Dave Hollister,R&B;
Larry Graham,R&B;
Michael Henderson,R&B;
BeyoncÃ©,R&B;
The Monotones,R&B;
The Wild Tchoupitoulas,R&B;
Cymande,R&B;
Mandrill,R&B;
Jessie Hill,R&B;
Lakeside,R&B;
The Marcels,R&B;
The Miracles,R&B;
Bobby Day,R&B;
All-4-One,R&B;
Lenny Williams,R&B;
Angie Stone,R&B;
Jill Scott,R&B;
Labi Siffre,R&B;
The Time,R&B;
Changing Faces,R&B;
The Cookies,R&B;
Chuck Jackson,R&B;
David Ruffin,R&B;
Freda Payne,R&B;
The Originals,R&B;
Maxine Brown,R&B;
Jagged Edge,R&B;
Another Bad Creation,R&B;
Heatwave,R&B;
Rufus & Chaka Khan,R&B;
The Robins,R&B;
Gino Soccio,R&B;
The Budos Band,R&B;
Vicki Sue Robinson,R&B;
The Jesters,R&B;
Verdine White,R&B;
K-Ci & JoJo,R&B;
The Dramatics,R&B;
SisqÃ³,R&B;
B2K,R&B;
Day26,R&B;
J. Holiday,R&B;
Leroy Hutson,R&B;
Billy Ocean,R&B;
Bettye Swann,R&B;
Switch,R&B;
The Deele,R&B;
LeVert,R&B;
Erma Franklin,R&B;
The Cleftones,R&B;
Steve Arrington,R&B;
Todd Rhodes,R&B;
Eric BenÃ©t,R&B;
Will Downing,R&B;
Philip Bailey,R&B;
Kandi,R&B;
Bobby Marchan,R&B;
Arthur Conley,R&B;
Next,R&B;
The Sylvers,R&B;
Christopher Williams,R&B;
Chuckii Booker,R&B;
D.J. Rogers,R&B;
Kelis,R&B;
Rotary Connection,R&B;
Cornelius Brothers & Sister Rose,R&B;
Wilbert Harrison,R&B;
Kleeer,R&B;
Mtume,R&B;
Sharon Jones & the Dap-Kings,R&B;
Gnarls Barkley,R&B;
Marsha Ambrosius,R&B;
Amy Winehouse,R&B;
Slim,R&B;
Bilal,R&B;
Keri Hilson,R&B;
Keyshia Cole,R&B;
Surface,R&B;
T-Pain,R&B;
Lloyd,R&B;
Akon,R&B;
Ne-Yo,R&B;
Tank,R&B;
Adina Howard,R&B;
Amel Larrieux,R&B;
Dwele,R&B;
Jaheim,R&B;
Raheem DeVaughn,R&B;
Immature,R&B;
India.Arie,R&B;
Caron Wheeler,R&B;
John Legend,R&B;
Gallant,R&B;
DÃ¢m-Funk,R&B;
The-Dream,R&B;
Omarion,R&B;
Trey Songz,R&B;
Kelly Rowland,R&B;
Lyfe Jennings,R&B;
LSG,R&B;
Donell Jones,R&B;
Cody ChesnuTT,R&B;
Anthony Hamilton,R&B;
Chris Brown,R&B;
Miguel,R&B;
Amerie,R&B;
Ciara,R&B;
Ray J,R&B;
Pretty Ricky,R&B;
Marques Houston,R&B;
Frank Ocean,R&B;
The Neptunes,R&B;
Jazmine Sullivan,R&B;
Musiq Soulchild,R&B;
Craig David,R&B;
The Weeknd,R&B;
Mario,R&B;
Ty Dolla $ign,R&B;
Soundgarden,Pop/Rock
Total,R&B;
Southern Culture on the Skids,Pop/Rock
Selena,Latin
Alice Cooper,Pop/Rock
Alicia Myers,R&B;
Ali Farka TourÃ©,International
Brian May,Pop/Rock
The Trashmen,Pop/Rock
Spice Girls,Pop/Rock
Tracey Thorn,Pop/Rock
Spin Doctors,Pop/Rock
Spandau Ballet,Pop/Rock
Tara Kemp,R&B;
Steely Dan,Pop/Rock
Sheena Easton,Pop/Rock
Traffic,Pop/Rock
Taylor Dayne,Pop/Rock
Spinal Tap,Comedy/Spoken
TV on the Radio,Pop/Rock
Stanton Moore,Jazz
Tasmin Archer,R&B;
Aloe Blacc,R&B;
Barry Manilow,Pop/Rock
Shelby Lynne,Country
Slash,Pop/Rock
Patty Smyth,Pop/Rock
Patty Griffin,Pop/Rock
Steppenwolf,Pop/Rock
Stereo MC's,Electronic
Ted Hawkins,Blues
Tricky,Electronic
Shep Pettibone,Electronic
Smokie Norful,Religious
Paulina Rubio,Latin
Slim Smith,Reggae
The 5th Dimension,Pop/Rock
The Action,Pop/Rock
Paul Weller,Pop/Rock
Paul McCartney,Pop/Rock
Terry Reid,Pop/Rock
AndraÃ© Crouch,Religious
Paula Abdul,Pop/Rock
Anastacia,Pop/Rock
Paul Simon,Pop/Rock
Sophie Ellis-Bextor,Pop/Rock
Texas,Pop/Rock
The Beautiful South,Pop/Rock
The Archies,Pop/Rock
Paul Young,Pop/Rock
The Belmonts,R&B;
Maria Muldaur,Pop/Rock
Silk,R&B;
Sonny Sharrock,Jazz
The Band,Pop/Rock
Soft Cell,Pop/Rock
Simon & Garfunkel,Pop/Rock
Andrew W.K.,Pop/Rock
Solange,R&B;
The Beach Boys,Pop/Rock
The Blues Project,Pop/Rock
Sonny & Cher,Pop/Rock
Susan Tedeschi,Blues
Bee Gees,Pop/Rock
Angela McCluskey,Pop/Rock
Blondie,Pop/Rock
Beth Hart,Pop/Rock
Sweetback,R&B;
Steve Winwood,Pop/Rock
The Mars Volta,Pop/Rock
Soulive,Jazz
The Big Bopper,Pop/Rock
The Everly Brothers,Pop/Rock
Ani DiFranco,Pop/Rock
"Blood, Sweat & Tears",Pop/Rock
The Blue Nile,Pop/Rock
The Black Crowes,Pop/Rock
Blu Cantrell,R&B;
Charlotte Church,Classical
Carpenters,Pop/Rock
The Fixx,Pop/Rock
Bloodstone,R&B;
Bette Midler,Vocal
The Fantastic Four,R&B;
Bo Diddley,Pop/Rock
B*Witched,Pop/Rock
Elvis Costello,Pop/Rock
B.B. King,Blues
The Mamas & the Papas,Pop/Rock
B.T. Express,R&B;
Avant,R&B;
Bob Dylan,Pop/Rock
Kenny G,Jazz
Bob Marley & the Wailers,Reggae
Kenny Rogers,Country
Bobby Darin,Pop/Rock
Billy Idol,Pop/Rock
Leonard Cohen,Pop/Rock
Bob Seger,Pop/Rock
Bobby Charles,Pop/Rock
Bad Brains,Pop/Rock
Ken Boothe,Reggae
Bob Sinclar,Electronic
Cowboy Troy,Country
Bob Weir,Pop/Rock
Bobby Vee,Pop/Rock
The Commitments,Pop/Rock
The Lettermen,Vocal
"Bobby ""Blue"" Bland",Blues
Boney M.,Pop/Rock
Black Uhuru,Reggae
Kenny Lattimore,R&B;
The Intruders,R&B;
Kirk Franklin,Religious
Boyzone,Pop/Rock
The Jam,Pop/Rock
Billy Joe Royal,Country
The Heptones,Reggae
Billy Joel,Pop/Rock
Irene Cara,Pop/Rock
Kelly Clarkson,Pop/Rock
Kem,R&B;
The Hollies,Pop/Rock
Kindred the Family Soul,R&B;
The Jets,Pop/Rock
Billy Lee Riley,Pop/Rock
The Last Poets,Jazz
Black Box,Electronic
Ian Dury,Pop/Rock
Black Ivory,R&B;
King Tubby,Reggae
Robert Palmer,Pop/Rock
Koffee Brown,R&B;
Commissioned,Religious
Interpol,Pop/Rock
Bonnie Raitt,Pop/Rock
Boz Scaggs,Pop/Rock
Con Funk Shun,R&B;
Cornelius,Pop/Rock
India,Latin
Chase,Pop/Rock
The Pussycat Dolls,Pop/Rock
Christian McBride,Jazz
Ladysmith Black Mambazo,International
Colby O'Donis,R&B;
Cher,Pop/Rock
Kruder & Dorfmeister,Electronic
Chicago,Pop/Rock
The Creation,Pop/Rock
Citizen Cope,Pop/Rock
Chico DeBarge,R&B;
Jaco Pastorius,Jazz
Culture Club,Pop/Rock
Chromeo,Pop/Rock
Ledisi,R&B;
"Hank Williams, Jr.",Country
Basia,Pop/Rock
Basic Black,R&B;
LeAnn Rimes,Country
Chuck Berry,Pop/Rock
Cornell Campbell,Reggae
Cyndi Lauper,Pop/Rock
L.T.D.,R&B;
Christine McVie,Pop/Rock
Beck,Pop/Rock
Christina Milian,R&B;
Lambchop,Pop/Rock
Jackie DeShannon,Pop/Rock
The Dirty Dozen Brass Band,Jazz
Duran Duran,Pop/Rock
Jimmy Webb,Pop/Rock
Freddie Mercury,Pop/Rock
Jai Uttal,New Age
Crazy Horse,Pop/Rock
Squirrel Nut Zippers,Pop/Rock
Creedence Clearwater Revival,Pop/Rock
Talking Heads,Pop/Rock
Crystal Waters,R&B;
Tamar Braxton,R&B;
Fatboy Slim,Electronic
Jamelia,Pop/Rock
Joan Armatrading,Pop/Rock
Faith No More,Pop/Rock
James Booker,Blues
The Crystal Method,Electronic
The Doobie Brothers,Pop/Rock
The Cover Girls,R&B;
Laura Nyro,Pop/Rock
The Cramps,Pop/Rock
Fefe Dobson,Pop/Rock
Dobie Gray,R&B;
The Damned,Pop/Rock
Frank Zappa,Pop/Rock
Fela Kuti,International
Frankie Goes to Hollywood,Pop/Rock
Eddie Money,Pop/Rock
Eddie Murphy,Comedy/Spoken
Basement Jaxx,Electronic
Cybotron,Electronic
Le Tigre,Pop/Rock
Carly Simon,Pop/Rock
Fred Hammond,Religious
Joe Cocker,Pop/Rock
Bay City Rollers,Pop/Rock
ExposÃ©,Pop/Rock
BeBe & CeCe Winans,Religious
Donald Fagen,Pop/Rock
Grayson Hugh,R&B;
Eric Burdon,Pop/Rock
Take 6,Religious
Greg Phillinganes,R&B;
Pat Benatar,Pop/Rock
Gavin DeGraw,Pop/Rock
Squarepusher,Electronic
Dusty Springfield,Pop/Rock
Take That,Pop/Rock
Shania Twain,Country
Ben Folds,Pop/Rock
Faith Hill,Country
Tweet,R&B;
Shannon,R&B;
Stacie Orrico,Religious
Tamia,R&B;
Charley Pride,Country
Elvis Crespo,Latin
Eagle-Eye Cherry,Pop/Rock
Eva Cassidy,Pop/Rock
Felix da Housecat,Electronic
Frankie Paul,Reggae
Carl Thomas,R&B;
Fred Neil,Folk
Joe Strummer,Pop/Rock
Rita Marley,Reggae
Carole King,Pop/Rock
First Choice,R&B;
Janis Joplin,Pop/Rock
U-Roy,Reggae
Jane Child,Pop/Rock
Stacy Lattisaw,R&B;
Alton Ellis,Reggae
Eileen Farrell,Classical
Charlie Rich,Country
Elvis Presley,Pop/Rock
Graham Parker,Pop/Rock
UB40,Pop/Rock
Ray LaMontagne,Pop/Rock
MC5,Pop/Rock
Fleetwood Mac,Pop/Rock
Fine Young Cannibals,Pop/Rock
Erasure,Pop/Rock
CÃ©line Dion,Pop/Rock
Eric Clapton,Pop/Rock
Floetry,R&B;
Freddy Fender,Country
David Sanborn,Jazz
John Holt,Reggae
Magic Sam,Blues
Galactic,Pop/Rock
Cassie,R&B;
Cassius,Electronic
Del Shannon,Pop/Rock
Delaney & Bonnie,Pop/Rock
Dazz Band,R&B;
Don Williams,Country
David Byrne,Pop/Rock
Cassandra Wilson,Vocal
Dee Clark,R&B;
Warren Haynes,Pop/Rock
The English Beat,Pop/Rock
Doug Sahm,Pop/Rock
Esquerita,Pop/Rock
Lenny Kravitz,Pop/Rock
Waylon Jennings,Country
Gene Pitney,Pop/Rock
Gene Simmons,Pop/Rock
Lenny Welch,Pop/Rock
George Benson,Jazz
General Public,Pop/Rock
Westlife,Pop/Rock
Charles & Eddie,R&B;
Johnny Rivers,Pop/Rock
Luscious Jackson,Pop/Rock
Wet,Pop/Rock
James Taylor,Pop/Rock
Dr. Feelgood,Pop/Rock
Dr. John,Pop/Rock
Eurythmics,Pop/Rock
Des'ree,R&B;
Charlie Feathers,Pop/Rock
Lesley Gore,Pop/Rock
Rita Coolidge,Pop/Rock
Lou Ann Barton,Blues
Wesley Willis,Pop/Rock
Johnny Thunders & the Heartbreakers,Pop/Rock
Jamie Foxx,R&B;
Dianne Reeves,Vocal
Deodato,Latin
Jan & Dean,Pop/Rock
Joe Williams,Vocal
The Jon Spencer Blues Explosion,Pop/Rock
Rilo Kiley,Pop/Rock
Dido,Pop/Rock
Japan,Pop/Rock
Life Without Buildings,Pop/Rock
MC 900 Ft. Jesus,Pop/Rock
John Frusciante,Pop/Rock
John Mellencamp,Pop/Rock
John Fogerty,Pop/Rock
Lizz Wright,Jazz
Vivian Green,R&B;
Robbie Williams,Pop/Rock
Howard Jones,Pop/Rock
Howard Huntsberry,R&B;
Walk the Moon,Pop/Rock
Zucchero,Pop/Rock
John P. Kee,Religious
Deee-Lite,Pop/Rock
Lil' Mo,R&B;
John Lennon,Pop/Rock
Lou Reed,Pop/Rock
Debbie Harry,Pop/Rock
Rob Zombie,Pop/Rock
Madonna,Pop/Rock
Mark Ronson,Pop/Rock
Delta 5,Pop/Rock
John Mayall,Blues
Robin Thicke,R&B;
Johnny Kidd & the Pirates,Pop/Rock
Sandie Shaw,Pop/Rock
Link Wray,Pop/Rock
Jeff Buckley,Pop/Rock
Johnny Adams,Blues
"Johnny ""Guitar"" Watson",Blues
Dennis Brown,Reggae
Wayman Tisdale,Jazz
Sammie,R&B;
Wendy & Lisa,Pop/Rock
Juanes,Latin
Les Nubians,R&B;
Wham!,Pop/Rock
Judee Sill,Pop/Rock
Wet Willie,Pop/Rock
Dexys Midnight Runners,Pop/Rock
Joi,R&B;
Diana King,Reggae
Leon Haywood,R&B;
Junior Vasquez,Electronic
JoJo,Pop/Rock
Wayne Wonder,Reggae
Jon Lucien,Vocal
Julee Cruise,Pop/Rock
Diana Krall,Jazz
Level 42,Pop/Rock
Peggy Lee,Vocal
Diane Schuur,Vocal
Lucy Pearl,R&B;
Wild Cherry,R&B;
Widespread Panic,Pop/Rock
Hootie & the Blowfish,Pop/Rock
Dion & the Belmonts,Pop/Rock
Amos Lee,Pop/Rock
Dion,Pop/Rock
Jennifer Hudson,R&B;
Jonathan Richman,Pop/Rock
Jonny Lang,Pop/Rock
JosÃ© Feliciano,Vocal
Dr. Lonnie Smith,Jazz
Robbie Robertson,Pop/Rock
Josh Groban,Vocal
Josh Kelley,Pop/Rock
Roachford,Pop/Rock
Phoenix,Pop/Rock
Ritchie Valens,Pop/Rock
Josh Rouse,Pop/Rock
Jesse Powell,R&B;
Ronan Keating,Pop/Rock
Phil Lynott,Pop/Rock
Maroon 5,Pop/Rock
Joss Stone,Pop/Rock
Jessica Simpson,Pop/Rock
Robert Randolph,Religious
Sam the Sham & the Pharaohs,Pop/Rock
Linton Kwesi Johnson,Reggae
Robyn,Pop/Rock
Richard Ashcroft,Pop/Rock
Rockwell,R&B;
Robert Wyatt,Pop/Rock
Sarah Brightman,Vocal
Rod Stewart,Pop/Rock
Jimmy Cliff,Reggae
Richie Havens,Folk
Santana,Pop/Rock
Roger Daltrey,Pop/Rock
Sammy Hagar,Pop/Rock
Urge Overkill,Pop/Rock
Karen Dalton,Folk
Prefab Sprout,Pop/Rock
Little Milton,Blues
Portishead,Pop/Rock
Lisette Melendez,Pop/Rock
Roky Erickson,Pop/Rock
Van Morrison,Pop/Rock
Martin Sexton,Folk
Vanilla Fudge,Pop/Rock
Luis Fonsi,Latin
Marvin Sease,Blues
Justin Timberlake,Pop/Rock
Little Feat,Pop/Rock
Sea Level,Pop/Rock
Jennifer Holliday,Pop/Rock
Jennifer Lopez,Pop/Rock
Lumidee,R&B;
Ricky Skaggs,Country
Secret Weapon,R&B;
Lulu,Pop/Rock
Jermaine Stewart,R&B;
Peter Tosh,Reggae
Rahsaan Patterson,R&B;
Neil Sedaka,Pop/Rock
Jerry Lee Lewis,Pop/Rock
Neneh Cherry,Pop/Rock
Phish,Pop/Rock
New Order,Pop/Rock
Ronnie Milsap,Country
Phil Collins,Pop/Rock
The Rance Allen Group,Religious
Pieces of a Dream,Jazz
CÃ©u,Latin
Rare Earth,Pop/Rock
Meat Puppets,Pop/Rock
No Doubt,Pop/Rock
Rose Royce,R&B;
Roy Ayers,Jazz
Nikki Jean,Pop/Rock
Jimmie Vaughan,Pop/Rock
Ray Stevens,Country
Men at Large,R&B;
Jimi Hendrix,Pop/Rock
Rick Astley,Pop/Rock
Los Lobos,Pop/Rock
Ruben Studdard,R&B;
Primal Scream,Pop/Rock
Ricky Martin,Latin
Primus,Pop/Rock
Prince Buster,Reggae
Rickie Lee Jones,Pop/Rock
Marta SÃ¡nchez,Latin
Kano,R&B;
Rihanna,Pop/Rock
Sara Bareilles,Pop/Rock
Koko Taylor,Blues
Mass Production,R&B;
NRBQ,Pop/Rock
Massive Attack,Electronic
Quincy Jones,Jazz
Neil Young,Pop/Rock
Neko Case,Pop/Rock
North Mississippi Allstars,Pop/Rock
Rachelle Ferrell,Vocal
El Michels Affair,R&B;
Michael Bolton,Pop/Rock
M.I.A.,Electronic
Aly & AJ,Pop/Rock
New Kids on the Block,Pop/Rock
Ohio Express,Pop/Rock
Ryan Leslie,R&B;
Randy Newman,Pop/Rock
Randy Travis,Country
The Go! Team,Pop/Rock
Nick Cave,Pop/Rock
Michelle Williams,Religious
The Moody Blues,Pop/Rock
The Mothers of Invention,Pop/Rock
"Medeski, Martin & Wood",Jazz
Meli'sa Morgan,R&B;
Ready for the World,R&B;
The RH Factor,Jazz
The Radiators,Pop/Rock
Ralfi Pagan,Latin
The Police,Pop/Rock
The Shangri-Las,Pop/Rock
The Residents,Pop/Rock
Nivea,R&B;
Small Faces,Pop/Rock
Mista,R&B;
Miles Davis,Jazz
The Righteous Brothers,Pop/Rock
The Skatalites,Reggae
Ozomatli,Pop/Rock
The Sonics,Pop/Rock
Michael McDonald,Pop/Rock
The Reverend Horton Heat,Pop/Rock
Michael W. Smith,Religious
Mickey Gilley,Country
Olivia Newton-John,Pop/Rock
Minutemen,Pop/Rock
The Melodians,Reggae
Arthur Russell,Avant-Garde
The Subdudes,Pop/Rock
Mika,Pop/Rock
Corbin Bleu,Pop/Rock
3LW,Pop/Rock
The String Cheese Incident,Pop/Rock
Orange Juice,Pop/Rock
Anita Ward,R&B;
a-ha,Pop/Rock
The Spencer Davis Group,Pop/Rock
MoKenStef,R&B;
Junior Parker,Blues
Suicide,Pop/Rock
The Pop Group,Pop/Rock
The Pogues,Pop/Rock
Ramones,Pop/Rock
The Ronettes,Pop/Rock
The Proclaimers,Pop/Rock
Pretenders,Pop/Rock
The Rascals,Pop/Rock
Oumou Sangare,International
Anouk,Pop/Rock
Ace of Base,Pop/Rock
The Salsoul Orchestra,R&B;
Mink DeVille,Pop/Rock
The Slits,Pop/Rock
Adam Sandler,Comedy/Spoken
The Seeds,Pop/Rock
Adele,Pop/Rock
The Sea and Cake,Pop/Rock
Art Garfunkel,Pop/Rock
The 13th Floor Elevators,Pop/Rock
Tim Hardin,Pop/Rock
Al Kooper,Pop/Rock
Thelma Houston,R&B;
*NSYNC,Pop/Rock
Todd Terry,Electronic
Brian Culbertson,Jazz
Bryan Ferry,Pop/Rock
Joan Osborne,Pop/Rock
The Bucketheads,Electronic
Girls Aloud,Pop/Rock
Bruce Springsteen,Pop/Rock
David Bowie,Pop/Rock
Chrisette Michele,R&B;
George Duke,Jazz
Sweet,Pop/Rock
Buddy Holly,Pop/Rock
Gerry & the Pacemakers,Pop/Rock
Georgie Fame,Pop/Rock
George Michael,Pop/Rock
Melody Gardot,Jazz
Gwen Stefani,Pop/Rock
Matt and Kim,Pop/Rock
