year,Genre,popularity
1967,Jazz,34
1967,Jazz,35
1997,Jazz,51
1991,New Age,33
1987,New Age,24
1988,New Age,23
1985,Pop/Rock,31
1983,Pop/Rock,29
1982,Pop/Rock,24
1982,Pop/Rock,52
1983,Pop/Rock,42
1982,Pop/Rock,37
1995,Pop/Rock,45
1982,Pop/Rock,31
1993,Comedy/Spoken,34
1996,Comedy/Spoken,39
1996,Comedy/Spoken,35
1993,Comedy/Spoken,29
1979,Comedy/Spoken,44
1993,Comedy/Spoken,41
1998,Comedy/Spoken,44
2008,Pop/Rock,47
2016,Pop/Rock,59
2008,Pop/Rock,47
2008,Pop/Rock,47
2016,Pop/Rock,59
2016,Pop/Rock,57
2016,Pop/Rock,54
2008,Pop/Rock,73
2011,Pop/Rock,78
2011,Pop/Rock,75
2011,Pop/Rock,75
2016,Pop/Rock,72
2008,Pop/Rock,62
2011,Pop/Rock,66
2011,Pop/Rock,65
2012,Pop/Rock,73
2016,Pop/Rock,72
2016,Pop/Rock,71
2016,Pop/Rock,70
2008,Pop/Rock,60
2008,Pop/Rock,59
2010,Pop/Rock,56
2011,Pop/Rock,64
2011,Pop/Rock,65
2016,Pop/Rock,66
2008,Pop/Rock,58
2008,Pop/Rock,58
2011,Pop/Rock,58
2008,Pop/Rock,51
2011,Pop/Rock,55
2016,Pop/Rock,63
2011,Pop/Rock,55
2014,Pop/Rock,62
2015,Pop/Rock,61
2007,Pop/Rock,53
2008,Pop/Rock,50
2011,Pop/Rock,53
2007,Pop/Rock,55
2008,Pop/Rock,48
2016,Pop/Rock,61
2010,Pop/Rock,47
2016,Pop/Rock,60
2001,Pop/Rock,52
2001,Pop/Rock,50
2002,Pop/Rock,46
1995,New Age,43
1995,R&B;,60
2004,R&B;,48
1981,Pop/Rock,29
1981,Pop/Rock,29
1981,Pop/Rock,26
1981,Pop/Rock,26
1981,Pop/Rock,25
1981,Pop/Rock,25
1981,Pop/Rock,24
1981,Pop/Rock,24
1981,Pop/Rock,55
1981,Pop/Rock,47
1981,Pop/Rock,39
1981,Pop/Rock,36
1981,Pop/Rock,34
1981,Pop/Rock,31
1981,Pop/Rock,31
1981,Pop/Rock,31
2014,R&B;,59
1992,Latin,57
1983,Pop/Rock,41
1992,Pop/Rock,37
1983,Pop/Rock,20
1966,Pop/Rock,56
1980,Pop/Rock,29
1985,Pop/Rock,34
1987,Pop/Rock,36
1988,Pop/Rock,32
1989,Pop/Rock,38
1994,Pop/Rock,37
1994,Pop/Rock,36
1977,Pop/Rock,28
1980,Pop/Rock,29
1980,Pop/Rock,28
1989,Pop/Rock,35
1997,Pop/Rock,46
1977,Pop/Rock,28
1979,Pop/Rock,28
1979,Pop/Rock,29
1987,Pop/Rock,35
1993,Pop/Rock,40
1979,Pop/Rock,26
1989,Pop/Rock,33
2001,Pop/Rock,46
1979,Pop/Rock,27
1980,Pop/Rock,27
1980,Pop/Rock,26
1985,Pop/Rock,29
1987,Pop/Rock,34
1987,Pop/Rock,32
1989,Pop/Rock,32
1997,Pop/Rock,45
2007,Pop/Rock,42
1977,Pop/Rock,27
1977,Pop/Rock,26
1977,Pop/Rock,26
1987,Pop/Rock,32
1989,Pop/Rock,34
1994,Pop/Rock,33
1994,Pop/Rock,33
1994,Pop/Rock,34
2002,Pop/Rock,44
1977,Pop/Rock,26
1989,Pop/Rock,33
1993,Pop/Rock,30
1977,Pop/Rock,25
1978,Pop/Rock,22
1987,Pop/Rock,26
1993,Pop/Rock,30
1978,Pop/Rock,26
1979,Pop/Rock,24
1979,Pop/Rock,25
1985,Pop/Rock,24
1987,Pop/Rock,31
1993,Pop/Rock,38
1994,Pop/Rock,32
1994,Pop/Rock,31
2001,Pop/Rock,44
1978,Pop/Rock,23
1978,Pop/Rock,22
1985,Pop/Rock,24
1985,Pop/Rock,24
1986,Pop/Rock,21
1994,Pop/Rock,31
1994,Pop/Rock,31
1998,Pop/Rock,39
1973,Pop/Rock,78
1974,Pop/Rock,55
1974,Pop/Rock,51
1975,Pop/Rock,74
1975,Pop/Rock,75
1976,Pop/Rock,62
1986,Pop/Rock,70
1987,Pop/Rock,71
1987,Pop/Rock,62
1987,Pop/Rock,60
1993,Pop/Rock,73
1993,Pop/Rock,70
1998,Pop/Rock,75
1998,Pop/Rock,74
1975,Pop/Rock,53
1976,Pop/Rock,51
1980,Pop/Rock,56
1993,Pop/Rock,66
1993,Pop/Rock,59
1994,Pop/Rock,57
1973,Pop/Rock,51
1975,Pop/Rock,47
1975,Pop/Rock,46
1977,Pop/Rock,46
1989,Pop/Rock,49
1989,Pop/Rock,48
1994,Pop/Rock,51
1997,Pop/Rock,61
1973,Pop/Rock,46
1974,Pop/Rock,38
1974,Pop/Rock,36
1975,Pop/Rock,41
1989,Pop/Rock,46
1993,Pop/Rock,53
1994,Pop/Rock,50
2001,Pop/Rock,60
1973,Pop/Rock,45
1975,Pop/Rock,39
1975,Pop/Rock,39
1976,Pop/Rock,40
1977,Pop/Rock,39
1980,Pop/Rock,40
1997,Pop/Rock,60
1973,Pop/Rock,38
1973,Pop/Rock,38
1974,Pop/Rock,33
1974,Pop/Rock,32
1975,Pop/Rock,37
1976,Pop/Rock,38
1976,Pop/Rock,37
1979,Pop/Rock,37
1980,Pop/Rock,38
1974,Pop/Rock,31
1974,Pop/Rock,31
1976,Pop/Rock,35
1994,Pop/Rock,43
1976,Pop/Rock,34
1976,Pop/Rock,34
1980,Pop/Rock,33
1982,Pop/Rock,33
1987,Pop/Rock,38
1997,Pop/Rock,50
1973,Pop/Rock,37
1973,Pop/Rock,36
1976,Pop/Rock,33
1989,Pop/Rock,39
1993,Pop/Rock,46
1980,Pop/Rock,32
1997,Pop/Rock,51
2001,Pop/Rock,60
2003,Pop/Rock,43
2000,Pop/Rock,39
2003,Pop/Rock,42
2003,Pop/Rock,41
1999,Pop/Rock,38
2000,Pop/Rock,38
2003,Pop/Rock,40
2006,Pop/Rock,43
2000,Pop/Rock,37
2000,Pop/Rock,37
1999,Pop/Rock,37
2000,Pop/Rock,37
2003,Pop/Rock,39
2004,Pop/Rock,41
1996,Pop/Rock,34
1997,Pop/Rock,36
1999,Pop/Rock,36
2003,Pop/Rock,39
2003,Pop/Rock,38
1999,Pop/Rock,35
2003,Pop/Rock,38
2006,Pop/Rock,69
2003,Pop/Rock,58
1999,Pop/Rock,53
2003,Pop/Rock,53
2003,Pop/Rock,50
2000,Pop/Rock,48
2006,Pop/Rock,52
2003,Pop/Rock,46
2006,Pop/Rock,49
2001,Pop/Rock,42
1997,Latin,45
1997,Latin,53
1992,R&B;,32
1997,R&B;,38
1997,R&B;,35
1989,R&B;,54
1989,R&B;,43
1997,R&B;,45
1997,R&B;,45
1989,R&B;,36
1989,R&B;,34
1995,R&B;,43
2006,Pop/Rock,45
2007,Pop/Rock,49
2003,Pop/Rock,41
2002,Pop/Rock,37
2002,Pop/Rock,37
